algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_dp_honest,sigma_dp_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,5.191612537737602,0.8815014764666558,0.4008623030781746,nan,1.2751537731715612,5.273528481324513,1000.0,0.0,nan,0,2533,0,48071,185.21539742606026,208.18425069173176,6747.035782693494,397.98243852000684,2.7387432517827683,4.523036506213734,185.21539742606026,208.18425069173176,0.8202974126234217,0.9227353030095726,0.8202974126234217,0.9227353030095726,0.6743383492742266,0.5087910968065262,3.809319204441348,1.1495235382802393,0.5125657898595356,0.9203995856392048,127.50356597900391,333.247964069713
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,5.233756598592212,0.8816609770059586,0.39980257749557496,nan,1.594909632205963,5.244017753601074,1000.0,0.0,nan,0,1518,0,48910,163.8036102294922,206.7558659362793,5328.615251484285,397.9939198155797,2.7496394954376795,4.5560408021713386,163.8036102294922,206.7558659362793,0.7265205475864945,0.9166559195290725,0.7265205475864945,0.9166559195290725,0.8140887260437012,0.5037276744345824,3.8334802794778753,1.16401125586757,0.5088155605265352,0.9135389462185385,125.6915556640625,292.0825044041906
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.1104876334703295,0.881077976822853,0.4009982889890671,0.0,1.3696407675743103,2.6238799850145975,1000.0,0.0,0.0,146,110,50121,289,163.98179626464844,0.0,5732.460822753112,0.0,2.795514461958914,0.0,163.98179626464844,0.0,0.7280778462575943,0.0,0.7280778462575943,0.0,0.7996025681495667,0.0,2.795514461958914,1.1790716541157524,0.7996025681495667,0.7280778462575943,5.7393628692626955,200.6361287963589
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8780899780988694,0.40944038704037666,0.0,1.3879768587648869,2.713380795319875,1000.0,0.0,0.0,375,173,50053,387,162.02141571044922,0.0,5954.170476970596,0.0,2.849067956347522,0.0,162.02141571044922,0.0,0.7191493619876447,0.0,0.7191493619876447,0.0,0.8024068996310234,0.0,2.849067956347522,1.18533887597072,0.8024068996310234,0.7191493619876447,6.4808566284179685,238.16681907882383
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8709919767081737,0.4708740285038948,0.0,1.2110640747206551,3.1214367643992107,1000.0,0.0,0.0,183,67,50062,308,155.82801818847656,0.0,5867.141512156229,0.0,2.9155223031192965,0.0,155.82801818847656,0.0,0.6904066159008193,0.0,0.6904066159008193,0.0,0.8414603812353951,0.0,2.9155223031192965,1.1839606223781483,0.8414603812353951,0.6904066159008193,5.45398063659668,205.34995292546802
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8499249797314405,0.8699857139587402,0.4477744477744478,1.0692480179396542,5.27972979704539,1000.0,0.9027777777777778,0.08761528326745717,157,2,50283,630,165.50128867409447,0.0,6347.1152669101,0.0,2.974117674862577,0.0,165.50128867409447,0.0,0.7333766960189173,0.0,0.7333766960189173,0.0,0.7558379606767134,0.0,2.974117674862577,1.187947025281888,0.7558379606767134,0.7333766960189173,9.102570877075195,349.0913396800555
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8368144785240292,3.634352066963911,0.36289718688982053,1.2209185307676143,13.075720987319947,1000.0,0.9848484848484849,0.32722768691468745,524,1,49794,513,164.04622303355825,0.0,6460.681198493161,0.0,3.0175827096768972,0.0,164.04622303355825,0.0,0.7278959202192987,0.0,0.7278959202192987,0.0,0.7509256059473212,0.0,3.0175827096768972,1.20539809328606,0.7509256059473212,0.7278959202192987,9.022542266845702,355.33746591712384
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,55,5.287752117514852,0.8339554787427187,30.40062367409468,1.0,1.1462407857179642,27.864390875498454,1000.0,1.0,0.125,864,147,49313,178,161.45320892333984,0.0,5984.322689999959,0.0,3.0502391736008043,0.0,161.45320892333984,0.0,0.7147247010137884,0.0,0.7147247010137884,0.0,0.7612012550234795,0.0,3.0502391736008043,1.2200583606047528,0.7612012550234795,0.7147247010137884,6.458128356933594,239.37290759999837
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,56,5.328031423469363,0.8249789785593749,433.98653717160227,0.0,0.8685510059197744,72.25529893239339,1000.0,0.0,0.0,638,296,49540,6,158.6880340576172,0.0,6497.351957451971,0.0,3.0778538637175017,0.0,158.6880340576172,0.0,0.703683809740227,0.0,0.703683809740227,0.0,0.7680801053841909,0.0,3.0778538637175017,1.2248802529133558,0.7680801053841909,0.703683809740227,4.7606410217285156,194.92055872355914
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,57,5.328031423469363,0.7793529806658626,23543.578980710507,0.0,0.9203530810773373,258.71555196126303,1000.0,0.0,0.0,3788,874,46858,16,166.09690856933594,0.0,5382.36943728147,0.0,3.199718303626183,0.0,166.09690856933594,0.0,0.7366295333115779,0.0,0.7366295333115779,0.0,0.7105919724729445,0.0,3.199718303626183,1.2076976905844257,0.7105919724729445,0.7366295333115779,11.626783599853516,376.76586060970277
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,58,5.328031423469363,0.7170944816246628,562865.9275107135,0.05367115661233308,1.0542995302300704,1111.8929284667968,1000.0,0.0606951871657754,0.0542441209406495,9572,1248,41395,49,163.95979550010279,0.0,5997.935287920977,0.0,3.3228623270132425,0.0,163.95979550010279,0.0,0.7277684378166217,0.0,0.7277684378166217,0.0,0.7077599371734419,0.0,3.3228623270132425,1.186387521451532,0.7077599371734419,0.7277684378166217,15.576180572509765,569.8038523524929
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,59,5.328031423469363,0.6885724822059274,9580890.572324412,0.13020080951845683,0.7110538283983866,5230.958629557292,1000.0,0.4481630025747673,0.07751038505987194,13331,856,37360,11,182.02412287394205,0.0,4909.101902581177,0.0,3.3906712145383677,0.0,182.02412287394205,0.0,0.806800579446711,0.0,0.806800579446711,0.0,0.5514416255367299,0.0,3.3906712145383677,1.174895895413552,0.5514416255367299,0.806800579446711,10.921447372436523,294.54611415487057
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,60,5.328031423469363,0.6782674824073911,134906911.5734348,0.2226156968747175,0.6501584514561627,24260.473873697916,1000.0,0.4572172619047619,0.16280642455407848,12050,553,38367,16,210.58555772569446,0.0,2254.5516924311714,0.0,3.3980264344561433,0.0,210.58555772569446,0.0,0.9343761648818512,0.0,0.9343761648818512,0.0,0.29745562333199715,0.0,3.3980264344561433,1.1805039422453967,0.29745562333199715,0.9343761648818512,9.47635009765625,101.45482615940271
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,61,5.328031423469363,0.652809983342886,3083705662.4593296,0.20424182689915144,1.0376568952432046,107328.61625,1000.0,0.36043956043956044,0.20911841220229618,9196,735,41345,22,170.98506751427283,0.0,4848.325808196309,0.0,3.470288911966877,0.0,170.98506751427283,0.0,0.7594409881191163,0.0,0.7594409881191163,0.0,0.6103533007777654,0.0,3.470288911966877,1.175676198236468,0.6103533007777654,0.7594409881191163,11.114029388427735,315.14117753276014
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,62,5.4232659257127604,0.6291659839451313,34243690448.296593,0.09700419804183702,0.8435553809007009,423426.18104166666,1000.0,0.33068783068783064,0.05693304675706792,8391,511,41968,2,170.08689880371094,0.0,4473.667048958761,0.0,3.54365405259104,0.0,170.08689880371094,0.0,0.7533481719508177,0.0,0.7533481719508177,0.0,0.6270578367014726,0.0,3.54365405259104,1.1522645578439048,0.6270578367014726,0.7533481719508177,7.653910446166992,201.31501720314427
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,63,5.4232659257127604,0.5985244845598936,801599882462.845,0.10863465329235072,1.1384933265772732,1848454.8770833334,1000.0,0.33553719008264465,0.06697334786749382,6761,506,43577,30,166.11379727450284,0.0,5578.724441209143,0.0,3.5958290140811573,0.0,166.11379727450284,0.0,0.7366075010409432,0.0,0.7366075010409432,0.0,0.6192105636000633,0.0,3.5958290140811573,1.160092247371976,0.6192105636000633,0.7366075010409432,9.136258850097656,306.8298442665029
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,64,5.4232659257127604,0.5709989861026407,18458076472765.5,0.20298350769020684,1.1692813548600367,7084194.52,1000.0,0.48940166975881255,0.13116385956962537,7197,1021,43610,16,181.27618953159876,0.0,4333.174232806959,0.0,3.644539082207873,0.0,181.27618953159876,0.0,0.8029152718646188,0.0,0.8029152718646188,0.0,0.47728653920681346,0.0,3.644539082207873,1.1590655632563054,0.47728653920681346,0.8029152718646188,12.689333267211914,303.322196296487
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,65,5.431646816060037,0.5575474867969752,249749592331451.56,0.060102113334528334,0.43520929703178507,30470358.033333335,1000.0,0.2943861693861694,0.03414662118780207,6652,602,43768,38,201.87483978271484,0.0,2705.735987875858,0.0,3.6733075815949188,0.0,201.87483978271484,0.0,0.8947419166464909,0.0,0.8947419166464909,0.0,0.2860853272334983,0.0,3.6733075815949188,1.1653058787127237,0.2860853272334983,0.8947419166464909,12.112490386962891,162.34415927255145
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,66,5.431646816060037,0.5599159872531891,3000288060026855.5,0.21256409458384087,0.48823336977511644,118365242.10666667,1000.0,0.5886506667884546,0.13281610001543484,11593,434,38707,6,196.03256607055664,0.0,2285.781372410898,0.0,3.6869873779360915,0.0,196.03256607055664,0.0,0.8711558033461936,0.0,0.8711558033461936,0.0,0.3182288329117,0.0,3.6869873779360915,1.1770411113432164,0.3182288329117,0.8711558033461936,7.841302642822265,91.43125489643592
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,67,5.431646816060037,0.5466714853420853,8.603400282927093e+16,0.18019501732237342,0.4599754066605653,505368920.96,1000.0,0.36700680272108854,0.14055770978836302,6724,819,43878,23,188.72601972307478,0.0,2762.801795656676,0.0,3.793110942511053,0.0,188.72601972307478,0.0,0.8374007597477807,0.0,0.8374007597477807,0.0,0.4005894801978554,0.0,3.793110942511053,1.1034423517558765,0.4005894801978554,0.8374007597477807,13.210821380615235,193.3961256959673
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,68,5.431646816060037,0.5291424879431724,1.0319820563744499e+18,0.24970939226258373,1.291833687912334,1942236535.4666667,1000.0,0.5433131188478781,0.165313605558586,9748,633,40714,9,175.04568897594106,0.0,3878.5238084377006,0.0,3.865089436642266,0.0,175.04568897594106,0.0,0.7751655454332549,0.0,0.7751655454332549,0.0,0.493908527391878,0.0,3.865089436642266,1.087717059857745,0.493908527391878,0.7751655454332549,9.627512893676759,213.31880946407352
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,69,5.432345629263504,0.5348184862732888,1.1961749289918063e+19,0.21287390928234817,0.34541958570480347,8243462157.653334,1000.0,0.5992063492063492,0.13028254442567744,10295,356,39941,0,193.1537653605143,0.0,1293.9653679674477,0.0,3.873422458069221,0.0,193.1537653605143,0.0,0.8573074029596034,0.0,0.8573074029596034,0.0,0.29077291395515203,0.0,3.873422458069221,1.0935833183062844,0.29077291395515203,0.8573074029596034,5.79461296081543,38.81896103902343
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,70,5.437667087087727,0.5295919883623719,1.3185323587476937e+20,0.233151038193055,1.4667959719896317,31581976521.386665,1000.0,0.5441692466460267,0.1520504858554002,11225,239,38894,0,154.30797729492187,0.0,5261.230989913476,0.0,3.9118498912085102,0.0,154.30797729492187,0.0,0.6851940556514877,0.0,0.6851940556514877,0.0,0.6483774811029435,0.0,3.9118498912085102,1.0944787879903657,0.6483774811029435,0.6851940556514877,3.857699432373047,131.5307747478369
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,71,5.437667087087727,0.531483985669911,1.3988599541510407e+21,0.17337627482555018,0.7329966351389885,132385643806.72,1000.0,0.45925925925925926,0.1074074074074074,11579,85,38400,0,174.50536600748697,0.0,3830.669845780045,0.0,3.9225765267973443,0.0,174.50536600748697,0.0,0.7736054505282728,0.0,0.7736054505282728,0.0,0.4396306648850441,0.0,3.9225765267973443,1.0987671294272774,0.4396306648850441,0.7736054505282728,2.6175804901123048,57.460047686700676
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,72,5.4487917355911675,0.5198829882591963,6.09953422117719e+22,0.261855317972056,0.747734512305922,505816290645.3333,1000.0,0.6919285202465981,0.16461432699278966,11554,578,38882,8,177.88842942979602,0.0,2948.9179675021305,0.0,3.95148062691801,0.0,177.88842942979602,0.0,0.7875248251668304,0.0,0.7875248251668304,0.0,0.3993723897470368,0.0,3.95148062691801,1.1138663430255566,0.3993723897470368,0.7875248251668304,8.00497932434082,132.70130853759588
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,73,5.4487917355911675,0.48921348981559276,1.4595501957182498e+24,0.22947294801267126,0.5983050591933231,2114725916617.3867,1000.0,0.43736173221725333,0.1603428949248131,11939,856,38671,14,187.19062194824218,0.0,2790.9832383024313,0.0,3.999227283518388,0.0,187.19062194824218,0.0,0.8293635987014769,0.0,0.8293635987014769,0.0,0.28532966075775523,0.0,3.999227283518388,1.112978185437217,0.28532966075775523,0.8293635987014769,14.039296646118164,209.32374287268235
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,74,5.4487917355911675,0.492301488481462,9.76559715637906e+24,0.4225004080397935,0.4096465468406677,8175048166386.347,1000.0,0.9215585703388907,0.27490204290567266,13042,364,37214,0,185.50157775878907,0.0,5123.400967733416,0.0,4.020286851963906,0.0,185.50157775878907,0.0,0.8196397471315612,0.0,0.8196397471315612,0.0,0.3011272609233856,0.0,4.020286851963906,1.1162345368463866,0.3011272609233856,0.8196397471315612,4.637539443969726,128.08502419333539
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,75,5.4487917355911675,0.479004489146173,2.522391173788631e+26,0.3149835034353376,0.7949857832863927,34113611422324.055,1000.0,0.6474573516075492,0.2146795309814525,12231,532,38139,30,171.95265197753906,0.0,4683.709835256896,0.0,4.060467677124262,0.0,171.95265197753906,0.0,0.7629408967413809,0.0,0.7629408967413809,0.0,0.402320707724853,0.0,4.060467677124262,1.1191366759960393,0.402320707724853,0.7629408967413809,9.457395858764649,257.60404093912933
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,76,5.4487917355911675,0.4719594878703356,4.2852213959503464e+27,0.3235895301032263,0.5981559015133164,129704575162996.05,1000.0,0.6239500508275211,0.22245559973308596,14433,539,35945,25,176.33393721147016,0.0,1982.4765858061226,0.0,4.107542468292322,0.0,176.33393721147016,0.0,0.7823635255995808,0.0,0.7823635255995808,0.0,0.3618556231429631,0.0,4.107542468292322,1.0906249587202284,0.3618556231429631,0.7823635255995808,9.69836654663086,109.03621221933673
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,77,5.4487917355911675,0.4650769890844822,9.791735990352909e+28,0.25784480401053045,0.4717597873260578,543525756123217.94,1000.0,0.532990270175625,0.1722004225744504,12339,911,38353,39,188.32235616048177,0.0,1937.3653547906715,0.0,4.150187961680974,0.0,188.32235616048177,0.0,0.8349478531921201,0.0,0.8349478531921201,0.0,0.2062197138244907,0.0,4.150187961680974,1.0932618193649304,0.2062197138244907,0.8349478531921201,14.124176712036133,145.30240160930038
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,78,5.525431860967886,0.45521848812699317,8.65850605416736e+29,0.2962791177076891,0.6505768469401768,2113701432856849.0,1000.0,0.6528170854486645,0.19241711044397738,14339,428,35957,0,184.60296194893974,0.0,1077.2653905591499,0.0,4.156898398840633,0.0,184.60296194893974,0.0,0.8191711342835184,0.0,0.8191711342835184,0.0,0.25005285122564863,0.0,4.156898398840633,1.099085890179869,0.25005285122564863,0.8191711342835184,6.461103668212891,37.704288669570246
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,79,5.525431860967886,0.4512694884091616,8.572357156870861e+30,0.3749048230556211,0.6818820983171463,8815880772269725.0,1000.0,0.7939311594202899,0.2497698997698998,14654,257,35487,10,159.9272232055664,0.0,4861.799096640667,0.0,4.208084667921195,0.0,159.9272232055664,0.0,0.7099835618860277,0.0,0.7099835618860277,0.0,0.5147005626931787,0.0,4.208084667921195,1.0667817992252964,0.5147005626931787,0.7099835618860277,4.797816696166993,145.85397289922
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,80,5.525431860967886,0.4454709880426526,3.277816070635075e+32,0.2950064069221294,0.24711921241564247,3.3495285454179316e+16,1000.0,0.5401201952352847,0.2048544796910319,15019,688,35467,30,183.9502152663011,0.0,1768.282781630591,0.0,4.237718012947882,0.0,183.9502152663011,0.0,0.8156945374958862,0.0,0.8156945374958862,0.0,0.19711966368441397,0.0,4.237718012947882,1.0707536928164565,0.19711966368441397,0.8156945374958862,11.95676399230957,114.93838080598846
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,81,5.525431860967886,0.43854948967695234,inf,0.2537383667757493,0.4275980065576732,1.4056061767934192e+17,1000.0,0.6212687537136067,0.16283245105734773,14832,498,35526,0,177.23114585876465,0.0,1559.7469646972481,0.0,4.257529016558374,0.0,177.23114585876465,0.0,0.7864712450798518,0.0,0.7864712450798518,0.0,0.23208500689361244,0.0,4.257529016558374,1.0650655788559464,0.23208500689361244,0.7864712450798518,7.089245834350586,62.389878587889925
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,82,5.525431860967886,0.44302648898214103,inf,0.18835978835978837,0.047736071050167084,5.4216337273739283e+17,1000.0,0.41269841269841273,0.12209046991655688,14449,97,35542,0,197.0162607828776,0.0,197.01626850703076,0.0,4.258185450657212,0.0,197.0162607828776,0.0,0.8758355597338787,0.0,0.8758355597338787,0.0,0.011415503919124603,0.0,4.258185450657212,1.0654016404585884,0.011415503919124603,0.8758355597338787,2.955243911743164,2.9552440276054615
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,83,5.545566102605291,0.4380344896018505,inf,0.23144870336874904,0.6048180161509663,2.275004252049606e+18,1000.0,0.5585448411237884,0.14879271916829642,15512,538,34868,12,178.75318298339843,0.0,4840.651038707095,0.0,4.285295019173008,0.0,178.75318298339843,0.0,0.792537636140793,0.0,0.792537636140793,0.0,0.21624016263522208,0.0,4.285295019173008,1.0654281399706622,0.21624016263522208,0.792537636140793,8.937659149169923,242.03255193535475
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,84,5.545566102605291,0.42754448905587195,nan,0.31016142057342233,0.8246059693129999,8.695811941417892e+18,1000.0,0.6740929705215419,0.20158094889323078,15304,500,35066,0,167.75560869489397,0.0,3165.0533034805194,0.0,4.315080634102642,0.0,167.75560869489397,0.0,0.742636166377217,0.0,0.742636166377217,0.0,0.31497207869376453,0.0,4.315080634102642,1.06691335727333,0.31497207869376453,0.742636166377217,5.871446304321289,110.77686562181817
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,85,5.578409359216966,0.42362148854881526,nan,0.4932500873553386,0.8896682634949684,nan,1000.0,0.8281080539145055,0.35184591144296823,19442,573,30995,6,162.0445327758789,0.0,1978.8548552172833,0.0,4.347667716223628,0.0,162.0445327758789,0.0,0.7183131563783725,0.0,0.7183131563783725,0.0,0.3559220004826784,0.0,4.347667716223628,1.060676835632814,0.3559220004826784,0.7183131563783725,6.4817813110351565,79.15419420869134
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,86,5.578409359216966,0.42890848908573387,nan,0.3872311694904499,0.7955515086650848,nan,1000.0,0.5771756978653529,0.2958385123091005,19545,135,30473,3,172.71441345214845,0.0,1657.798209520572,0.0,4.3588283633107014,0.0,172.71441345214845,0.0,0.7659362310348043,0.0,0.7659362310348043,0.0,0.20802947282791137,0.0,4.3588283633107014,1.0641781970552238,0.20802947282791137,0.7659362310348043,4.317860336303711,41.4449552380143
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,87,5.578409359216966,0.4254674887284636,nan,0.47133531192277095,0.09914220171049237,nan,1000.0,0.848667237154233,0.3285770844033556,19512,281,30654,9,184.74605305989584,0.0,1705.359014260768,0.0,4.368831415859226,0.0,184.74605305989584,0.0,0.8201589578429339,0.0,0.8201589578429339,0.0,0.04235368190954129,0.0,4.368831415859226,1.0516911720883366,0.04235368190954129,0.8201589578429339,5.542381591796875,51.160770427823024
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,88,5.578409359216966,0.427105489782989,nan,0.5759678858162355,0.45323894917964935,nan,1000.0,0.8635538942444313,0.4623573609771777,19527,216,30577,4,168.7056121826172,0.0,2279.424287697394,0.0,4.3750744996135085,0.0,168.7056121826172,0.0,0.7478200667001119,0.0,0.7478200667001119,0.0,0.24801539331674577,0.0,4.3750744996135085,1.0542937228580926,0.24801539331674577,0.7478200667001119,4.21764030456543,56.985607192434856
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,89,5.578409359216966,0.41544548988342284,nan,0.43975326424520067,nan,nan,1000.0,0.7126244370515109,0.32057401111283346,19454,505,30902,9,nan,0.0,nan,0.0,4.408887248941581,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.408887248941581,1.0478282255284481,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,90,5.578409359216966,0.4031554885953665,nan,0.3664080276028255,nan,nan,1000.0,0.5139685019295214,0.30401191735485117,19394,665,31043,38,nan,0.0,nan,0.0,4.451798206192208,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.451798206192208,1.028980620804183,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,91,5.578409359216966,0.4057539915665984,nan,0.4090608751110004,nan,nan,1000.0,0.6545165015608365,0.30166168811903304,19499,341,30718,8,nan,0.0,nan,0.0,4.465307139252921,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.465307139252921,1.0229860823847243,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,92,5.578409359216966,0.39526349093765023,nan,0.42803487735985707,nan,nan,1000.0,0.7220650348782591,0.30474568922870854,19398,726,31161,9,nan,0.0,nan,0.0,4.488953931661808,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.488953931661808,1.016205714529297,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,93,5.578409359216966,0.3813324901461601,nan,0.36167525396269995,nan,nan,1000.0,0.5475164890046924,0.273367842921528,19443,496,30876,19,nan,0.0,nan,0.0,4.510003591394016,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.510003591394016,1.015547273155378,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,94,5.578409359216966,0.3742744904384017,nan,0.42785868568161917,nan,nan,1000.0,0.7126601922703871,0.30649076091341887,19451,505,30906,2,nan,0.0,nan,0.0,4.545420824017307,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.545420824017307,0.9614806148725303,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,95,5.96757423337743,0.359940491579473,nan,0.3691162593325617,nan,nan,1000.0,0.598647482274098,0.26904515565791953,19431,564,30971,26,nan,0.0,nan,0.0,4.572345383079741,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.572345383079741,0.9564994033315365,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,96,5.96757423337743,0.35925249081104993,nan,0.38411801645165683,nan,nan,1000.0,0.6602847440620404,0.2710443151382823,19479,392,30785,6,nan,0.0,nan,0.0,4.5961681436787725,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.5961681436787725,0.9447644261911489,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,97,5.96757423337743,0.34393049098551276,nan,0.4154064553285538,nan,nan,1000.0,0.64410008033848,0.3163228045242696,19368,825,31262,15,nan,0.0,nan,0.0,4.617468898485213,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.617468898485213,0.9463255548107471,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,98,5.96757423337743,0.3361304898932576,nan,0.3579956502827316,nan,nan,1000.0,0.614978354978355,0.2525350067675649,19533,191,30544,4,nan,0.0,nan,0.0,4.628894853571676,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.628894853571676,0.9430601372068927,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,99,5.96757423337743,0.3351599906757474,nan,0.4258995171614809,nan,nan,1000.0,0.7264077662103978,0.302032555762777,19467,482,30889,6,nan,0.0,nan,0.0,4.635188933150888,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.635188933150888,0.9444191918856688,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,100,5.96757423337743,0.3298644931614399,nan,0.369167078778987,nan,nan,1000.0,0.5635285455138397,0.2887764201979141,19492,317,30681,8,nan,0.0,nan,0.0,4.644686800602804,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.644686800602804,0.9337525833549153,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,101,5.96757423337743,0.32213099107146265,nan,0.410296889176739,nan,nan,1000.0,0.6292024179188918,0.32264839658588057,19473,417,30802,16,nan,0.0,nan,0.0,4.654847054537096,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.654847054537096,0.9336475116481082,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,102,5.96757423337743,0.32131499372422695,nan,0.4018462094273689,nan,nan,1000.0,0.6487034828450435,0.2934287564430667,19446,508,30908,16,nan,0.0,nan,0.0,4.657321122093787,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.657321122093787,0.934611540349654,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,103,5.96757423337743,0.31506349198520184,nan,0.4453050903110712,nan,nan,1000.0,0.687246405042654,0.3416873106030928,19394,772,31205,17,nan,0.0,nan,0.0,4.695015683730336,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.695015683730336,0.8647355858924747,nan,nan,nan,nan
