algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,trust_honest,trust_attacker,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,1.3945298688720982,0.34476965772608914,nan,0.37012293616338077,nan,nan,1000.0,0.3393352999703455,0.2717228863785,11573,422,18680,43,nan,0.0,nan,0.0,0.6431134515510357,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6431134515510357,0.21199501588298625,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,1.3945298688720982,0.33805265779296556,nan,0.3784848159826772,nan,nan,1000.0,0.4120113417583843,0.2864454527353578,11578,423,18697,38,nan,0.0,nan,0.0,0.6458281819202384,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6458281819202384,0.2115131067833795,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,1.3945298688720982,0.3290929918239514,nan,0.4351620064262568,nan,nan,1000.0,0.5501028422118809,0.3135539143676229,11448,942,19305,31,nan,0.0,nan,0.0,0.6497610060723373,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6497610060723373,0.21227798893530436,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,1.8094834682873497,0.31303899173935257,nan,0.4170290024225502,nan,nan,1000.0,0.4505429026848464,0.32281778467818967,11511,699,19001,73,nan,0.0,nan,0.0,0.6628860123698843,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6628860123698843,0.22518121507512953,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,1.8094834682873497,0.30411299218734106,nan,0.41804609810262217,nan,nan,1000.0,0.5479239481345183,0.3067350762952451,11493,734,19067,30,nan,0.0,nan,0.0,0.6661161527892281,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6661161527892281,0.22622737358504866,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,1.8094834682873497,0.298616325383385,nan,0.4761894345192805,nan,nan,1000.0,0.4469731800766283,0.3449860574860575,11639,182,18428,11,nan,0.0,nan,0.0,0.6680869482839696,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6680869482839696,0.2266383132758341,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,1.8094834682873497,0.2938796591758728,nan,0.40051832091576484,nan,nan,1000.0,0.33193266724024567,0.32915337446073034,11545,563,18817,81,nan,0.0,nan,0.0,0.6701795406428868,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6701795406428868,0.2284502036177399,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,1.8094834682873497,0.2885089918722709,nan,0.4013498241783911,nan,nan,1000.0,0.45029613432691307,0.3096331597597009,11531,590,18867,44,nan,0.0,nan,0.0,0.6717600311969764,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6717600311969764,0.22962176290515032,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,1.8094834682873497,0.2825029927988847,nan,0.4416320053832851,nan,nan,1000.0,0.5001587703200607,0.3140866474095127,11547,547,18858,22,nan,0.0,nan,0.0,0.6736156616793824,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6736156616793824,0.2321089087182909,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,1.8094834682873497,0.26527766001721226,nan,0.3114980706598953,nan,nan,1000.0,0.3605853675259289,0.22862900234981023,11342,1250,19576,86,nan,0.0,nan,0.0,0.6837592356863744,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6837592356863744,0.23955534747515628,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,1.8094834682873497,0.24689632756014665,nan,0.3219852812850901,nan,nan,1000.0,0.32265625537050663,0.25346456839135306,11432,952,19212,118,nan,0.0,nan,0.0,0.6932720502696571,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6932720502696571,0.24704861068021636,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,1.8094834682873497,0.24029966056346894,nan,0.37598638842510534,nan,nan,1000.0,0.38521918121075915,0.2971085339189334,11564,485,18758,39,nan,0.0,nan,0.0,0.6966007718409973,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6966007718409973,0.24858407897836804,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,1.8094834682873497,0.24101399372021357,nan,0.4782134616887429,nan,nan,1000.0,0.7259931385385106,0.3374044647770057,11593,365,18654,6,nan,0.0,nan,0.0,0.6966007718409973,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6966007718409973,0.24858407897836804,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,1.8094834682873497,0.23463032739857834,nan,0.3654166095220331,nan,nan,1000.0,0.39076284127127514,0.3006139168691234,11562,445,18699,56,nan,0.0,nan,0.0,0.6995394740297389,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.6995394740297389,0.2508062414660068,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,1.8094834682873497,0.227768660535415,nan,0.40658352360094735,nan,nan,1000.0,0.5887573494510492,0.29037490434394697,11459,854,19203,16,nan,0.0,nan,0.0,0.7011452749423286,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7011452749423286,0.25324269436473945,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,1.8094834682873497,0.22109732759495576,nan,0.43700126947813195,nan,nan,1000.0,0.4343563764272764,0.3137319687967582,11543,590,18881,44,nan,0.0,nan,0.0,0.7020478730454704,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7020478730454704,0.25262574238629487,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,1.8094834682873497,0.21226366204520067,nan,0.2961571063487797,nan,nan,1000.0,0.2978626895008642,0.2588618622016915,11516,653,18879,128,nan,0.0,nan,0.0,0.7054778634255595,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7054778634255595,0.2558742872478767,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,1.8094834682873497,0.2080326620489359,nan,0.4489907845073191,nan,nan,1000.0,0.41444518163683247,0.32598136027251884,11586,413,18700,27,nan,0.0,nan,0.0,0.7085426240977813,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7085426240977813,0.25466899241173546,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,1.8094834682873497,0.20303832791745663,nan,0.38352886578836715,nan,nan,1000.0,0.39018353464471367,0.3112336663426331,11397,1139,19446,124,nan,0.0,nan,0.0,0.7152643470123584,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7152643470123584,0.2601111739676079,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,1.8094834682873497,0.19600366145372392,nan,0.35964150597671624,nan,nan,1000.0,0.34120842678341,0.26740070910080344,11490,753,19026,77,nan,0.0,nan,0.0,0.7221255919196363,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7221255919196363,0.2697985779266326,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,1.8094834682873497,0.1929186619569858,nan,0.37232069744552754,nan,nan,1000.0,0.41227353039642384,0.2852655020019418,11447,905,19217,81,nan,0.0,nan,0.0,0.7248883513602686,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7248883513602686,0.2745446483836631,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,1.8094834682873497,0.19361866188546023,nan,0.3843426430534846,nan,nan,1000.0,0.3832689764388002,0.2909966567410194,11537,576,18844,65,nan,0.0,nan,0.0,0.7248883513602686,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7248883513602686,0.2745446483836631,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,1.8094834682873497,0.1939409952610731,nan,0.3674928587169883,nan,nan,1000.0,0.4316336269189867,0.260782541618455,11560,481,18771,30,nan,0.0,nan,0.0,0.7248883513602686,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7248883513602686,0.2745446483836631,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,1.8094834682873497,0.19368566187719505,nan,0.3885416643961571,nan,nan,1000.0,0.37436656002964247,0.2729862953138815,11611,289,18553,19,nan,0.0,nan,0.0,0.7248883513602686,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7248883513602686,0.2745446483836631,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,1.8094834682873497,0.18896332817773023,nan,0.4774530060626052,nan,nan,1000.0,0.4610710344043677,0.3351381678563703,11600,328,18605,17,nan,0.0,nan,0.0,0.7285073790450479,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7285073790450479,0.27936536035748094,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,1.8094834682873497,0.18860299525161583,nan,0.4204652645632914,nan,nan,1000.0,0.5644689429027241,0.29974314769083404,11492,702,19032,18,nan,0.0,nan,0.0,0.7285073790450479,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7285073790450479,0.27936536035748094,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,1.8094834682873497,0.1888369949410359,nan,0.4191571110288261,nan,nan,1000.0,0.485369532428356,0.32256897562025993,11607,281,18543,9,nan,0.0,nan,0.0,0.7285073790450479,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7285073790450479,0.27936536035748094,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,1.8094834682873497,0.18379166168471178,nan,0.3948401281165409,nan,nan,1000.0,0.38571891696891697,0.29775928710819166,11550,535,18806,55,nan,0.0,nan,0.0,0.7318255822206655,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7318255822206655,0.27944334459158887,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,1.8094834682873497,0.17928032922248047,nan,0.3510796893000283,nan,nan,1000.0,0.4482409219103691,0.24887501733196535,11569,426,18704,25,nan,0.0,nan,0.0,0.7357290906000472,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7357290906000472,0.28338897259541057,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,1.8094834682873497,0.17911232876280944,nan,0.3668124485977943,nan,nan,1000.0,0.4033863706728982,0.2640345156215655,11495,740,19038,53,nan,0.0,nan,0.0,0.7357290906000472,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7357290906000472,0.28338897259541057,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,1.8094834682873497,0.1769646621743838,nan,0.4523062700733081,nan,nan,1000.0,0.48032246957557095,0.32400791412888186,11575,430,18715,22,nan,0.0,nan,0.0,0.7368485213872715,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7368485213872715,0.28286080022388077,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,1.8094834682873497,0.17460032892723878,nan,0.3605361532997882,nan,nan,1000.0,0.5457549214707221,0.25951214677994866,11560,497,18795,10,nan,0.0,nan,0.0,0.7376510539738654,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7376510539738654,0.28270203545716294,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,1.903817116188269,0.16684666256109873,nan,0.3666824793195206,nan,nan,1000.0,0.22959994026786223,0.32946770662287905,11601,340,18538,105,nan,0.0,nan,0.0,0.7501514689478707,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7501514689478707,0.30168936049114936,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,1.903817116188269,0.16428366266191005,nan,0.41282662406566106,nan,nan,1000.0,0.4431132262583613,0.29650363922261025,11496,743,19054,43,nan,0.0,nan,0.0,0.7550011472373261,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7550011472373261,0.3081639587721286,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,1.903817116188269,0.16174632931749025,nan,0.41167526570602786,nan,nan,1000.0,0.5459378445856247,0.29543067640326254,11500,711,19037,26,nan,0.0,nan,0.0,0.7597864691295496,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7597864691295496,0.3137994257465019,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,1.903817116188269,0.16196199561158817,nan,0.42526760321823787,nan,nan,1000.0,0.3616921207577492,0.31487594398778607,11566,496,18759,51,nan,0.0,nan,0.0,0.7597864691295496,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7597864691295496,0.3137994257465019,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,1.903817116188269,0.16165132905046145,nan,0.42066745055327837,nan,nan,1000.0,0.5461267451463528,0.2960964815701391,11532,567,18881,14,nan,0.0,nan,0.0,0.7597864691295496,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7597864691295496,0.3137994257465019,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,1.903817116188269,0.15714466283718745,nan,0.43745124525057144,nan,nan,1000.0,0.524131300410825,0.3411157559971825,11461,875,19225,41,nan,0.0,nan,0.0,0.7644861691028952,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7644861691028952,0.31869530167724935,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,2.3901486184067116,0.15014299608767032,nan,0.4124979401199843,nan,nan,1000.0,0.4718292829747938,0.2961547174980651,11574,431,18711,32,nan,0.0,nan,0.0,0.7743370999254703,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7743370999254703,0.33732660629807765,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,2.3901486184067116,0.14268966282407441,nan,0.3962168540563124,nan,nan,1000.0,0.458759999900086,0.2862087780185167,11487,750,19064,35,nan,0.0,nan,0.0,0.7829699086768775,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7829699086768775,0.35579511276899367,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,2.3901486184067116,0.14240732952952384,nan,0.4217806412753647,nan,nan,1000.0,0.3430047317194653,0.2927186173126451,11596,378,18658,30,nan,0.0,nan,0.0,0.7829699086768775,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7829699086768775,0.35579511276899367,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,2.3901486184067116,0.1428469966351986,nan,0.36776711666798323,nan,nan,1000.0,0.3111996779388084,0.2914569546837753,11589,389,18622,76,nan,0.0,nan,0.0,0.7829699086768775,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7829699086768775,0.35579511276899367,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,142,3.5134349042966937,0.14015299625694752,nan,0.3939205503148674,nan,nan,1000.0,0.521838525410269,0.29359357300100447,11574,431,18714,25,nan,0.0,nan,0.0,0.7946813583578666,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7946813583578666,0.38634310519456155,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,143,3.5134349042966937,0.1403036630898714,nan,0.3630560122525886,nan,nan,1000.0,0.45214273015860024,0.27030499662242097,11555,531,18816,38,nan,0.0,nan,0.0,0.7946813583578666,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7946813583578666,0.38634310519456155,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,144,3.5134349042966937,0.1376279965043068,nan,0.42352460040036294,nan,nan,1000.0,0.6348302878737662,0.3051387011507719,11555,514,18815,10,nan,0.0,nan,0.0,0.7989548066878368,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.7989548066878368,0.3891569829769863,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,145,3.5134349042966937,0.13474799665311973,nan,0.39360762569307894,nan,nan,1000.0,0.29691597653554175,0.3065234335693342,11591,390,18622,83,nan,0.0,nan,0.0,0.8044168297264366,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.8044168297264366,0.3970155873918898,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,146,3.5134349042966937,0.13013299701114495,nan,0.387586017151397,nan,nan,1000.0,0.39655386101388906,0.29789864852397635,11519,669,18958,74,nan,0.0,nan,0.0,0.8124202825437186,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.8124202825437186,0.40738689576061954,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,147,3.5134349042966937,0.12773999691009522,nan,0.4015632959686999,nan,nan,1000.0,0.36988282866736827,0.2963580344172067,11507,719,19009,85,nan,0.0,nan,0.0,0.8183369158868882,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.8183369158868882,0.41915362354669067,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,148,3.5134349042966937,0.12765833020210265,nan,0.4575469118601136,nan,nan,1000.0,0.602230724894202,0.3274871082806169,11493,762,19109,18,nan,0.0,nan,0.0,0.8183369158868882,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.8183369158868882,0.41915362354669067,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,149,3.5134349042966937,0.1274983298778534,nan,0.39183797120526603,nan,nan,1000.0,0.4665739982625547,0.2800164082546166,11537,561,18852,22,nan,0.0,nan,0.0,0.8183369158868882,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.8183369158868882,0.41915362354669067,nan,nan,nan,nan
