algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,balance_kept_honest,balance_kept_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,balance_threshold_honest,balance_threshold_attacker,noise_norm_honest,noise_norm_attacker,balance_local_norm_honest,balance_local_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,2.3308130498354465,0.8837936455011368,0.3921505556503932,1.0,2.516419544816017,nan,1000.0,1.0,1.0,30247,347,0,24,16308.282424947552,0.0,1.2395512238144875,0.0,3.0,0.0,0.7604487761855125,0.0,279.1326560974121,0.0,1.9849191789618181,0.0,7.782992474369985,nan,279.1326560974121,0.0,8.265804409980774,nan,1.2395512238144875,0.0,1.9849191789618181,0.17373395437350814,0.7604487761855125,1.2395512238144875,7.44353749593099,434.8875313319347
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,2.3308130498354465,0.8836356441179911,0.39280095517635344,1.0,2.5126151517033577,nan,1000.0,1.0,1.0,30261,361,0,140,18417.26252071086,0.0,1.2884693071246147,0.0,8.75,0.0,0.7115306928753853,0.0,291.017972946167,0.0,1.98559899826466,0.0,8.55855881646799,nan,291.017972946167,0.0,9.150281399488449,nan,1.2884693071246147,0.0,1.98559899826466,0.17391288941644695,0.7115306928753853,1.2884693071246147,15.520958557128907,982.2540011045793
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,2.3308130498354465,0.8835776454210281,0.39329179565111794,1.0,2.4178521712621053,nan,1000.0,1.0,1.0,30662,762,0,108,18336.12690056236,0.0,1.2730032006899517,0.0,7.2,0.0,0.7269967993100485,0.0,287.40802612304685,0.0,1.9862908320528583,0.0,7.822745644619461,nan,287.40802612304685,0.0,8.419539070129394,nan,1.2730032006899517,0.0,1.9862908320528583,0.1739932771861382,0.7269967993100485,1.2730032006899517,14.370401306152344,916.8063450281182
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,2.341779557268362,0.8835239768028259,0.3936795436342557,1.0,2.283865467707316,nan,1000.0,1.0,1.0,30424,524,0,110,19202.569208268014,0.0,1.2906130075454711,0.0,7.333333333333333,0.0,0.7093869924545289,0.0,291.58860473632814,0.0,1.9869470346758271,0.0,7.650344912521495,nan,291.58860473632814,0.0,8.289062595367431,nan,1.2906130075454711,0.0,1.9869470346758271,0.17416127195760508,0.7093869924545289,1.2906130075454711,14.579430236816407,960.1284604134005
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,2.341779557268362,0.8833623097340266,0.39459976136684416,1.0,2.5937147411433132,nan,1000.0,1.0,1.0,30395,495,0,286,18466.00823763773,0.0,1.2672400325536728,0.0,13.0,0.0,0.7327599674463272,0.0,285.5528938987038,0.0,1.9879865063700095,0.0,8.180171934414517,nan,285.5528938987038,0.0,8.92240910096602,nan,1.2672400325536728,0.0,1.9879865063700095,0.17432865523065283,0.7327599674463272,1.2672400325536728,20.940545552571614,1354.173937426767
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,2.341779557268362,0.8833959762255351,0.3947650953133901,1.0,2.218517780303955,nan,1000.0,1.0,1.0,30286,386,0,54,19272.806248275996,0.0,1.2435321699489246,0.0,4.909090909090909,0.0,0.7564678300510753,0.0,280.44715742631394,0.0,1.9885490583417058,0.0,6.956370778360997,nan,280.44715742631394,0.0,7.638317715037953,nan,1.2435321699489246,0.0,1.9885490583417058,0.17433083527570722,0.7564678300510753,1.2435321699489246,10.283062438964844,706.6695624367867
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,2.341779557268362,0.8830743102232615,0.39601921518643696,1.0,2.7815410709381103,nan,1000.0,1.0,1.0,30843,943,0,320,17580.20947601477,0.0,1.249145905971527,0.0,12.8,0.0,0.7508540940284729,0.0,281.9459002685547,0.0,1.9898676208618675,0.0,8.60625872901011,nan,281.9459002685547,0.0,9.513157596588135,nan,1.249145905971527,0.0,1.9898676208618675,0.17480337563557752,0.7508540940284729,1.249145905971527,23.495491689046222,1465.017456334564
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,2.341779557268362,0.8830359780788422,0.39635526031255724,1.0,2.2083171129226686,nan,1000.0,1.0,1.0,30516,616,0,214,18779.05306100053,0.0,1.2382514625787735,0.0,10.7,0.0,0.7617485374212265,0.0,279.39153442382815,0.0,1.9908587270919307,0.0,6.945076276177522,nan,279.39153442382815,0.0,7.728275752067566,nan,1.2382514625787735,0.0,1.9908587270919307,0.1747754146316854,0.7617485374212265,1.2382514625787735,18.626102294921875,1251.9368707333688
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,2.341779557268362,0.882862644592921,0.3972116552790006,1.0,2.7021218481517972,nan,1000.0,1.0,1.0,30664,764,0,222,18035.88089691219,0.0,1.2401853941735768,0.0,10.571428571428571,0.0,0.7598146058264232,0.0,279.8253086635045,0.0,1.9920102275720621,0.0,8.120493777203498,nan,279.8253086635045,0.0,9.096688520340692,nan,1.2401853941735768,0.0,1.9920102275720621,0.17492097709962817,0.7598146058264232,1.2401853941735768,19.587771606445312,1262.5116627838531
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,2.341779557268362,0.8827876436710358,0.39793461581071216,1.0,2.7577448101604687,nan,1000.0,1.0,1.0,30381,481,0,160,18323.524280722326,0.0,1.2645754042793722,0.0,9.411764705882353,0.0,0.7354245957206277,0.0,285.0706679400276,0.0,1.992778977195517,0.0,8.286117105470176,nan,285.0706679400276,0.0,9.344310255611644,nan,1.2645754042793722,0.0,1.992778977195517,0.17507843521839256,0.7354245957206277,1.2645754042793722,16.154004516601564,1038.3330425742652
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,2.341779557268362,0.8827013127009073,0.39845679750045143,1.0,2.7855600943932166,nan,1000.0,1.0,1.0,30331,431,0,80,18365.25742265918,0.0,1.2136526291186993,0.0,6.153846153846154,0.0,0.7863473708813007,0.0,273.78179227388824,0.0,1.9935703801055986,0.0,7.965532107448455,nan,273.78179227388824,0.0,9.042869677910438,nan,1.2136526291186993,0.0,1.9935703801055986,0.17520295558938137,0.7863473708813007,1.2136526291186993,11.863877665201823,795.8278216485645
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,2.341779557268362,0.8826693113644918,0.39885806719462075,1.0,2.8624068366156683,nan,1000.0,1.0,1.0,30164,264,0,44,17365.061648832765,0.0,1.2914195723003812,0.0,4.888888888888889,0.0,0.7085804276996188,0.0,291.2411634657118,0.0,1.9940219336612919,0.0,8.98744610779827,nan,291.2411634657118,0.0,10.271244684855143,nan,1.2914195723003812,0.0,1.9940219336612919,0.17536664076304434,0.7085804276996188,1.2914195723003812,8.737234903971354,520.951849464983
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,2.341779557268362,0.8827513100703558,0.3990474850932757,1.0,2.063387486669752,nan,1000.0,1.0,1.0,30205,305,0,40,19028.320981447265,0.0,1.348245503173934,0.0,4.444444444444445,0.0,0.6517544968260659,0.0,304.01169840494794,0.0,1.9943649328239474,0.0,8.044070406517509,nan,304.01169840494794,0.0,9.254606035020617,nan,1.348245503173934,0.0,1.9943649328239474,0.1753606601212146,0.6517544968260659,1.348245503173934,9.120350952148437,570.8496294434179
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,2.341779557268362,0.8826349784930547,0.3995635311802228,1.0,2.545868420600891,nan,1000.0,1.0,1.0,30524,624,0,96,20511.209790602214,0.0,1.2041518290837605,0.0,6.4,0.0,0.7958481709162394,0.0,271.7245178222656,0.0,1.9952649412800172,0.0,6.8007702144913615,nan,271.7245178222656,0.0,7.876539770762125,nan,1.2041518290837605,0.0,1.9952649412800172,0.17541173603778915,0.7958481709162394,1.2041518290837605,13.586225891113282,1025.5604895301108
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,2.341779557268362,0.8826453113555908,0.39987962116797765,1.0,2.8219784796237946,nan,1000.0,1.0,1.0,30150,250,0,40,20321.956916815176,0.0,1.2253601849079132,0.0,5.0,0.0,0.7746398150920868,0.0,276.23500061035156,0.0,1.9957162111143476,0.0,8.016880082065232,nan,276.23500061035156,0.0,9.347125053405762,nan,1.2253601849079132,0.0,1.9957162111143476,0.17556192310901958,0.7746398150920868,1.2253601849079132,7.366266682942708,541.9188511150713
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,2.341779557268362,0.882460311849912,0.40083505739768344,1.0,2.6696771308779716,nan,1000.0,1.0,1.0,30356,456,0,134,20642.141459202052,0.0,1.2762477472424507,0.0,8.375,0.0,0.7237522527575493,0.0,287.9148645401001,0.0,1.9965447006924792,0.0,8.400824497021295,nan,287.9148645401001,0.0,9.860294222831726,nan,1.2762477472424507,0.0,1.9965447006924792,0.1758838083547265,0.7237522527575493,1.2762477472424507,15.355459442138672,1100.9142111574429
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,2.341779557268362,0.882548977136612,0.400966634452343,1.0,2.0119922856489816,nan,1000.0,1.0,1.0,30273,373,0,78,22411.599083598456,0.0,1.2607222894827526,0.0,6.5,0.0,0.7392777105172476,0.0,284.4323895772298,0.0,1.9971605431813497,0.0,6.354132295169464,nan,284.4323895772298,0.0,7.507917841275533,nan,1.2607222894827526,0.0,1.9971605431813497,0.1758152183727182,0.7392777105172476,1.2607222894827526,11.377295583089193,896.4639633439382
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,2.341779557268362,0.8823753102620443,0.40169712165991467,1.0,2.6379421154658,nan,1000.0,1.0,1.0,30533,633,0,160,20102.906808543685,0.0,1.234587487247255,0.0,8.88888888888889,0.0,0.7654125127527449,0.0,278.48424445258246,0.0,1.9981429716996626,0.0,7.345596582650176,nan,278.48424445258246,0.0,8.737468613518608,nan,1.234587487247255,0.0,1.9981429716996626,0.17592649107902233,0.7654125127527449,1.234587487247255,16.70905466715495,1206.174408512621
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,2.341779557268362,0.882267977197965,0.40224538892507555,1.0,2.756101900880987,nan,1000.0,1.0,1.0,30290,390,0,62,20077.793115684093,0.0,1.2511359453201294,0.0,5.636363636363637,0.0,0.7488640546798706,0.0,282.15022693980825,0.0,1.998705984125441,0.0,8.066839242477938,nan,282.15022693980825,0.0,9.659557992761785,nan,1.2511359453201294,0.0,1.998705984125441,0.17599239504772934,0.7488640546798706,1.2511359453201294,10.345508321126301,736.1857475750834
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,2.341779557268362,0.8822666440407435,0.4026310501495997,1.0,2.927107735113664,nan,1000.0,1.0,1.0,30355,455,0,52,20236.052365926113,0.0,1.271242157979445,0.0,4.7272727272727275,0.0,0.7287578420205549,0.0,287.13462136008525,0.0,1.9992068985859806,0.0,8.242229896467908,nan,287.13462136008525,0.0,9.935594818808816,nan,1.271242157979445,0.0,1.9992068985859806,0.1760973197091913,0.7287578420205549,1.271242157979445,10.528269449869791,741.988586750624
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,2.341779557268362,0.8821376450856526,0.40329815685749054,1.0,2.570805177969091,nan,1000.0,1.0,1.0,30139,239,0,206,20472.628717364165,0.0,1.2796605825424194,0.0,12.117647058823529,0.0,0.7203394174575806,0.0,288.6375463149127,0.0,1.999952217973527,0.0,7.554796916759368,nan,288.6375463149127,0.0,9.167844519895667,nan,1.2796605825424194,0.0,1.999952217973527,0.17616136141820715,0.7203394174575806,1.2796605825424194,16.356127624511718,1160.1156273173026
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,2.341779557268362,0.8819693104426066,0.4042232741912206,1.0,2.9899094174889957,nan,1000.0,1.0,1.0,30550,650,0,136,19526.02460982395,0.0,1.2511506571489222,0.0,8.0,0.0,0.7488493428510778,0.0,282.2215414608226,0.0,2.000816817743954,0.0,8.610272363232141,nan,282.2215414608226,0.0,10.51856829138363,nan,1.2511506571489222,0.0,2.000816817743954,0.17636058722565462,0.7488493428510778,1.2511506571489222,15.992554016113282,1106.4747278900238
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,2.341779557268362,0.8818343110879262,0.4049304748574893,1.0,2.841400154431661,nan,1000.0,1.0,1.0,30537,637,0,100,21136.40382233811,0.0,1.240906051794688,0.0,6.666666666666667,0.0,0.7590939482053121,0.0,279.88201497395835,0.0,2.001584606287175,0.0,7.972526748561334,nan,279.88201497395835,0.0,9.80462579727173,nan,1.240906051794688,0.0,2.001584606287175,0.1765113487563216,0.7590939482053121,1.240906051794688,13.994100748697917,1056.8201911169053
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,2.341779557268362,0.8816996449232102,0.4056587892770767,1.0,2.8967947085698444,nan,1000.0,1.0,1.0,30325,425,0,122,19714.8407557994,0.0,1.2661884347597758,0.0,8.133333333333333,0.0,0.7338115652402242,0.0,285.9198506673177,0.0,2.0023027708174097,0.0,8.048206916711646,nan,285.9198506673177,0.0,9.963902473449707,nan,1.2661884347597758,0.0,2.0023027708174097,0.17664087852734317,0.7338115652402242,1.2661884347597758,14.295992533365885,985.7420377899703
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,2.341779557268362,0.8817033119996389,0.4062097787857056,1.0,2.470376839240392,nan,1000.0,1.0,1.0,30413,513,0,68,21824.30087778393,0.0,1.293268196284771,0.0,5.666666666666667,0.0,0.706731803715229,0.0,291.71351623535156,0.0,2.0028425454241963,0.0,7.494118811220912,nan,291.71351623535156,0.0,9.339985569318136,nan,1.293268196284771,0.0,2.0028425454241963,0.17669406881511712,0.706731803715229,1.293268196284771,11.668540649414062,872.9720351113572
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,2.341779557268362,0.8813883127768835,0.40762283980846403,0.9988496416348143,3.2269055983599495,nan,1000.0,0.9977172253034323,1.0,30686,788,0,128,20087.861323078076,0.0,1.2550290367182564,0.0,7.529411764705882,0.0,0.7449709632817436,0.0,283.4996140423943,0.0,2.003632000137073,0.0,9.352012403282878,nan,283.4996140423943,0.0,11.733457425061394,nan,1.2550290367182564,0.0,2.003632000137073,0.177062041335092,0.7449709632817436,1.2550290367182564,16.06497812906901,1138.312141641091
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,2.341779557268362,0.8813549788792928,0.40817343185345334,1.0,2.914486885070801,nan,1000.0,1.0,1.0,30285,385,0,78,21471.496391451747,0.0,1.2561441430678735,0.0,6.0,0.0,0.7438558569321265,0.0,283.3751525878906,0.0,2.0042687054861354,0.0,7.6029747086864194,nan,283.3751525878906,0.0,9.602841707376333,nan,1.2561441430678735,0.0,2.0042687054861354,0.17718876113928717,0.7438558569321265,1.2561441430678735,12.27958994547526,930.4315102962424
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,2.341779557268362,0.8813346457481385,0.40863436728715896,1.0,2.668358564376831,nan,1000.0,1.0,1.0,30551,651,0,134,21159.255552022998,0.0,1.2906029136741863,0.0,7.882352941176471,0.0,0.7093970863258138,0.0,291.4761173023897,0.0,2.005081954288759,0.0,7.692390357436981,nan,291.4761173023897,0.0,9.78076525295482,nan,1.2906029136741863,0.0,2.005081954288759,0.17735776370307288,0.7093970863258138,1.2906029136741863,16.51697998046875,1199.0244812813032
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,2.341779557268362,0.881299311319987,0.4089615524808566,1.0,2.608689080585133,nan,1000.0,1.0,1.0,30254,354,0,54,22563.29789663272,0.0,1.2247805161909624,0.0,4.909090909090909,0.0,0.7752194838090376,0.0,276.03635198419744,0.0,2.005662661166099,0.0,6.868941716215691,nan,276.03635198419744,0.0,8.792181578549473,nan,1.2247805161909624,0.0,2.005662661166099,0.17739197037033158,0.7752194838090376,1.2247805161909624,10.12133290608724,827.3209228765332
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,2.341779557268362,0.8811143104235332,0.41023733377456667,0.9990338164251208,3.099752016365528,nan,1000.0,0.9980842911877394,1.0,30211,312,0,153,20760.14519439094,0.0,1.224107787013054,0.0,9.5625,0.0,0.7758922129869461,0.0,276.4024467468262,0.0,2.006587591816511,0.0,8.518335067847888,nan,276.4024467468262,0.0,10.97632184624672,nan,1.224107787013054,0.0,2.006587591816511,0.17758626515204967,0.7758922129869461,1.224107787013054,14.741463826497396,1107.2077437008502
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,142,2.341779557268362,0.8811253102620443,0.41039956440528236,1.0,2.2137178778648376,nan,1000.0,1.0,1.0,30288,388,0,68,21920.380363315966,0.0,1.328417816509803,0.0,5.666666666666667,0.0,0.6715821834901968,0.0,299.8759765625,0.0,2.0133417364076136,0.0,7.023437807513077,nan,299.8759765625,0.0,9.11060361067454,nan,1.328417816509803,0.0,2.0133417364076136,0.1345736286244993,0.6715821834901968,1.328417816509803,11.9950390625,876.8152145326386
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,143,2.341779557268362,0.8811096449693044,0.4108873293797175,1.0,2.850935391017369,nan,1000.0,1.0,1.0,30371,471,0,98,23004.783509268535,0.0,1.245042805160795,0.0,7.0,0.0,0.7549571948392051,0.0,281.3137010846819,0.0,2.0140329270209762,0.0,7.104183274680155,nan,281.3137010846819,0.0,9.276985202516828,nan,1.245042805160795,0.0,2.0140329270209762,0.134691168497896,0.7549571948392051,1.245042805160795,13.127972717285155,1073.556563765865
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,144,2.341779557268362,0.881150645216306,0.41124354670445123,1.0,2.5581346967003564,nan,1000.0,1.0,1.0,30370,470,0,54,24046.424273960074,0.0,1.291901788928292,0.0,4.909090909090909,0.0,0.708098211071708,0.0,291.07344471324575,0.0,2.0145264757506016,0.0,6.883087242408076,nan,291.07344471324575,0.0,9.048389304767955,nan,1.291901788928292,0.0,2.0145264757506016,0.13473278361502086,0.708098211071708,1.291901788928292,10.67269297281901,881.7022233785362
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,145,2.341779557268362,0.880980312426885,0.4120174616575241,1.0,2.921319432556629,nan,1000.0,1.0,1.0,30213,313,0,160,22940.406238453994,0.0,1.2457074336707592,0.0,10.0,0.0,0.7542925663292408,0.0,280.75938606262207,0.0,2.0152974235794088,0.0,7.163953589093715,nan,280.75938606262207,0.0,9.480605244636536,nan,1.2457074336707592,0.0,2.0152974235794088,0.13478411696573905,0.7542925663292408,1.2457074336707592,14.973833923339845,1223.4883327175464
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,146,2.341779557268362,0.8809309776624044,0.412610526283582,1.0,2.576719085375468,nan,1000.0,1.0,1.0,30477,577,0,166,23048.927971708403,0.0,1.2815285523732503,0.0,9.222222222222221,0.0,0.7184714476267496,0.0,289.34526909722223,0.0,2.016083861479674,0.0,6.729317379204783,nan,289.34526909722223,0.0,8.964985847473145,nan,1.2815285523732503,0.0,2.016083861479674,0.13475823292025593,0.7184714476267496,1.2815285523732503,17.360716145833333,1382.9356783025041
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,147,2.341779557268362,0.8807696461677551,0.4135220025976499,1.0,2.739728664097033,nan,1000.0,1.0,1.0,30516,616,0,188,22561.70337502632,0.0,1.2646485410238568,0.0,9.894736842105264,0.0,0.7353514589761433,0.0,285.43488191303453,0.0,2.017012250303209,0.0,7.119970913383725,nan,285.43488191303453,0.0,9.548872897499486,nan,1.2646485410238568,0.0,2.017012250303209,0.13482255019218872,0.7353514589761433,1.2646485410238568,18.077542521158854,1428.907880418334
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,148,2.341779557268362,0.880693642894427,0.4142860199014346,1.0,2.8800326756068637,nan,1000.0,1.0,1.0,30602,702,0,78,22277.968428570133,0.0,1.2675249406269617,0.0,5.571428571428571,0.0,0.7324750593730381,0.0,286.1701463971819,0.0,2.0177123359923046,0.0,8.000005086677024,nan,286.1701463971819,0.0,10.800887754985265,nan,1.2675249406269617,0.0,2.0177123359923046,0.1349652012204076,0.7324750593730381,1.2675249406269617,13.35460683186849,1039.6385266666061
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,149,2.341779557268362,0.880596311489741,0.4148975103100141,1.0,3.014086868081774,nan,1000.0,1.0,1.0,30389,489,0,94,22698.214152134664,0.0,1.2511047720909119,0.0,6.714285714285714,0.0,0.7488952279090881,0.0,282.3890141078404,0.0,2.018434262998153,0.0,7.48012166370678,nan,282.3890141078404,0.0,10.16653939655849,nan,1.2511047720909119,0.0,2.018434262998153,0.1349992997602764,0.7488952279090881,1.2511047720909119,13.178153991699219,1059.2499937662842
