algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,47,4.7464023579153265,0.7857357288897038,0.6054453933238984,nan,1.0521097023572241,4.20096129655838,1000.0,0.0,nan,0,4218,0,7996,195.98190689086914,224.7073840332031,5790.688449130617,526.7666471653193,0.8684653988443543,0.9955736222368329,2.637608470072455,4.100547901647748,0.8684653988443543,0.9955736222368329,0.6104604048388345,0.4070879855006933,195.98190689086914,224.7073840332031,2.9301963563875133,1.0821390946427436,0.4515757022309117,0.9677686983697283,55.9164635925293,429.6318825843784
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,48,4.817790508240018,0.78623998016119,0.6039230275154114,nan,1.1471138913184404,4.22924288034439,1000.0,0.0,nan,0,2949,0,7579,193.14422607421875,222.21455169677733,5798.036747609104,524.5451945874498,0.8556956473417027,0.9852692114158867,2.65307384059592,4.123381175587791,0.8556956473417027,0.9852692114158867,0.617132168263197,0.40773164816200735,193.14422607421875,222.21455169677733,2.9471353075942943,1.0874707461159812,0.4366144785207921,0.9673969956815165,50.62352557373047,290.44621484098127
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,49,5.094688819491828,0.7866922296583653,0.6025592704117299,nan,1.1446177791804075,3.8944335512816908,1000.0,0.0,nan,0,3216,0,7516,189.8022289276123,224.6232275390625,5624.192270789648,524.6161932301632,0.8408209492387648,0.9961547254736661,2.6667476714122644,4.143521623405237,0.8408209492387648,0.9961547254736661,0.627514326479286,0.3739604840241373,189.8022289276123,224.6232275390625,2.962102461810859,1.0964408157706704,0.4089334278110543,0.9747293770274726,50.99831683349609,284.89739131130136
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,50,5.094688819491828,0.786881480962038,0.6020923128724098,0.05070503353785087,0.9673292416901815,2.1544572699069975,1000.0,0.4117647058823529,0.022307505975432018,187,30,10392,813,193.6974596296038,0.0,5654.029436729289,0.0,0.8588017335038688,0.0,2.706174940372697,0.0,0.8588017335038688,0.0,0.5840753146580288,0.0,193.6974596296038,0.0,2.706174940372697,1.029491871218408,0.5840753146580288,0.8588017335038688,10.1691166305542,296.8365454282877
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7867124795913696,0.6026315823197365,0.030505168562672068,1.1042156131828533,2.223456873893738,1000.0,0.35714285714285715,0.006303168880808632,61,98,10323,490,189.6961239085478,0.0,5743.651188880634,0.0,0.8408819457491045,0.0,2.733793629919842,0.0,0.8408819457491045,0.0,0.5996866997550515,0.0,189.6961239085478,0.0,2.733793629919842,1.030170634012066,0.5996866997550515,0.8408819457491045,8.06208526611328,244.10517552742698
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7853522293269635,0.6089836966991424,0.04658076225045372,1.052758532411912,2.560769338607788,1000.0,0.13333333333333333,0.01797022278388738,104,85,10080,327,184.80957659553079,0.0,5455.865814955336,0.0,0.8189449649231364,0.0,2.769830078860016,0.0,0.8189449649231364,0.0,0.6236415601828519,0.0,184.80957659553079,0.0,2.769830078860016,1.0297517719793299,0.6236415601828519,0.8189449649231364,7.854407005310058,231.87429713560175
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.7733367285504937,0.7503759215772152,0.31760447420998944,0.8954138904809952,3.925555191040039,1000.0,0.7272727272727273,0.14010494447192137,43,5,10545,813,190.6373291015625,0.0,5794.834067508016,0.0,0.8460066044121879,0.0,2.8001210137912405,0.0,0.8460066044121879,0.0,0.5637891888618469,0.0,190.6373291015625,0.0,2.8001210137912405,1.0294184736340422,0.5637891888618469,0.8460066044121879,8.578679809570312,260.7675330378607
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7619689802639187,1.7367725332081319,0.2836962743860646,0.9154449345973822,8.573060050010682,1000.0,0.5652173913043478,0.1934891597788524,199,33,10502,1032,201.88246272160455,0.0,5653.845650464601,0.0,0.8939581955838553,0.0,2.8192556105338578,0.0,0.8939581955838553,0.0,0.46596160187171054,0.0,201.88246272160455,0.0,2.8192556105338578,1.0335361528988,0.46596160187171054,0.8939581955838553,13.122360076904297,367.49996728019903
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,55,5.194253122102357,0.7705357290804387,4.354269524365663,0.3487935525087228,0.9945862631003062,19.973431911468506,1000.0,0.6666666666666666,0.19198232323232323,15,5,10077,291,187.62371826171875,0.0,5613.935288742595,0.0,0.8326445484442172,0.0,2.8333978450258916,0.0,0.8326445484442172,0.0,0.5568163235982259,0.0,187.62371826171875,0.0,2.8333978450258916,1.035729190693928,0.5568163235982259,0.8326445484442172,7.035889434814453,210.5225733278473
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,56,5.230305745052937,0.7694569792598486,54.75095491215587,0.0,0.6962813884019852,44.62144378662109,1000.0,0.0,0.0,0,240,10126,46,188.80808639526367,0.0,5629.534309455321,0.0,0.8366584282902655,0.0,2.8558352140668877,0.0,0.8366584282902655,0.0,0.5395188083251318,0.0,188.80808639526367,0.0,2.8558352140668877,1.033232386410634,0.5395188083251318,0.8366584282902655,5.66424259185791,168.88602928365958
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,57,5.2431771926531425,0.7607809792459012,2052.435420716107,0.0,0.7496324792504311,150.50629989624022,1000.0,0.0,0.0,0,624,10419,175,174.84044006347656,0.0,5325.080924735035,0.0,0.7750544619007387,0.0,2.950054015024863,0.0,0.7750544619007387,0.0,0.644224401935935,0.0,174.84044006347656,0.0,2.950054015024863,1.0179684652227334,0.644224401935935,0.7750544619007387,10.927527503967285,332.8175577959397
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,58,5.2431771926531425,0.7432607313059271,69517.47011376068,0.0,0.8628707423254296,646.9803289794922,1000.0,0.0,0.0,0,915,10663,170,182.36850766782408,0.0,5503.547940738084,0.0,0.8089169351177851,0.0,3.0098891413098725,0.0,0.8089169351177851,0.0,0.5605789843808722,0.0,182.36850766782408,0.0,3.0098891413098725,1.0149992548173539,0.5605789843808722,0.8089169351177851,12.309874267578126,371.48948599982066
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,59,5.2431771926531425,0.729584981519729,1431972.230301379,0.03076923076923077,0.6746173836290836,3073.808596191406,1000.0,0.05263157894736842,0.01652892561983471,2,654,10476,68,196.27125091552733,0.0,5119.405600518866,0.0,0.8701394011327835,0.0,3.039176803217296,0.0,0.8701394011327835,0.0,0.43441891521215437,0.0,196.27125091552733,0.0,3.039176803217296,1.008807724432952,0.43441891521215437,0.8701394011327835,9.813562545776367,255.9702800259433
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,60,5.2431771926531425,0.7191169813647866,22205621.54273461,0.0896366051050134,0.8245441475335289,11858.931494140625,1000.0,0.24142524142524138,0.04701517246601346,1040,640,9439,43,196.35022241929,0.0,4696.803467268207,0.0,0.870405449786245,0.0,3.0547975431083807,0.0,0.870405449786245,0.0,0.4140178659821258,0.0,196.35022241929,0.0,3.0547975431083807,1.0128548856619102,0.4140178659821258,0.870405449786245,8.344884452819825,199.6141473588988
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,61,5.316273821718145,0.7081767322868109,282988555.87157905,0.13023730832920855,1.0144024208972329,52194.197890625,1000.0,0.14322916666666666,0.12147615563458136,208,564,10187,95,174.0388553017064,0.0,5287.6290412497465,0.0,0.7711898933368166,0.0,3.103259353231847,0.0,0.7711898933368166,0.0,0.5916968985999885,0.0,174.0388553017064,0.0,3.103259353231847,1.0080672384043008,0.5916968985999885,0.7711898933368166,8.266845626831055,251.16237945936297
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,62,5.316273821718145,0.6980722322873771,4479755138.534264,0.10976719871594587,0.7997033792463216,199930.04859375,1000.0,0.12248075998075998,0.05891986553774891,1691,543,8664,124,180.64821000532672,0.0,5130.772093789811,0.0,0.8000962780447769,0.0,3.1521086782739127,0.0,0.8000962780447769,0.0,0.5232042883607474,0.0,180.64821000532672,0.0,3.1521086782739127,1.000436750876205,0.5232042883607474,0.8000962780447769,9.935651550292969,282.1924651584396
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,63,5.316273821718145,0.6869407293386758,106545887804.35054,0.16715002191805367,0.9191913584040271,856190.236875,1000.0,0.13740580407247074,0.13954100286498605,557,683,9870,170,186.54902366355614,0.0,4530.253493330946,0.0,0.8269658163426192,0.0,3.1914317551094915,0.0,0.8269658163426192,0.0,0.44728023454512433,0.0,186.54902366355614,0.0,3.1914317551094915,1.0105858133103534,0.44728023454512433,0.8269658163426192,12.59205909729004,305.7921107998389
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,64,5.316273821718145,0.6716084823571146,2224134914863.292,0.10268226987915505,0.9816632941365242,3193235.775,1000.0,0.23046798231008755,0.05791538160035333,1102,1140,9805,65,185.25153848399287,0.0,14645.154847263564,0.0,0.8219417489828481,0.0,3.2344772984540078,0.0,0.8219417489828481,0.0,0.4472172308267783,0.0,185.25153848399287,0.0,3.2344772984540078,1.0081521811569174,0.4472172308267783,0.8219417489828481,10.65196346282959,842.0964037176548
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,65,5.316273821718145,0.6599722324684262,32612722767288.75,0.1325670577350843,0.8108695045113563,13902983.42,1000.0,0.21915684315684317,0.08176557407138678,600,911,10080,107,185.88998168945312,0.0,4696.61767484737,0.0,0.8238164044628974,0.0,3.264819863395055,0.0,0.8238164044628974,0.0,0.42194604163989424,0.0,185.88998168945312,0.0,3.264819863395055,1.016093516124406,0.42194604163989424,0.8238164044628974,11.61812385559082,293.5386046779606
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,66,5.316273821718145,0.6585599820874631,171558430061195.6,0.17391304347826086,0.9659006152715948,53497048.88,1000.0,0.16678550207961973,0.10105183377698905,1369,307,8807,115,171.97194332546658,0.0,5098.384709623864,0.0,0.762508956149864,0.0,3.2850134566672007,0.0,0.762508956149864,0.0,0.5247035167283483,0.0,171.97194332546658,0.0,3.2850134566672007,1.0237630880021156,0.5247035167283483,0.762508956149864,7.738737449645996,229.42731193307387
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,67,5.453428480770536,0.6514412335120141,4312545299354322.0,0.20470209969259773,0.8620213246480986,227278516.32,1000.0,0.16215659340659344,0.17414921577681872,337,411,9896,160,166.33415152809837,0.0,4877.3967754061005,0.0,0.7371789546754322,0.0,3.355897007162892,0.0,0.7371789546754322,0.0,0.5829669275659729,0.0,166.33415152809837,0.0,3.355897007162892,1.010268858519749,0.5829669275659729,0.7371789546754322,9.148378334045411,268.2568226473356
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,68,5.453428480770536,0.6404489821195603,8.959410962532162e+16,0.18188217341194934,1.0659543913271692,848050258.56,1000.0,0.2211820231051,0.1419902001520331,1754,655,8674,199,170.7283443874783,0.0,4580.69735562142,0.0,0.7570556498604079,0.0,3.409984567750588,0.0,0.7570556498604079,0.0,0.512624991574773,0.0,170.7283443874783,0.0,3.409984567750588,1.0103840951875762,0.512624991574773,0.7570556498604079,11.524163246154785,309.19707150444583
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,69,5.453428480770536,0.6389992333948612,4.736316120519436e+17,0.41161616161616155,0.6866710682710012,3685367651.84,1000.0,0.2987012987012987,0.2947635135135135,1228,153,8811,38,165.37249755859375,0.0,4422.724072825527,0.0,0.7323630298770278,0.0,3.4481485243084933,0.0,0.7323630298770278,0.0,0.5733485411231717,0.0,165.37249755859375,0.0,3.4481485243084933,0.9991647074040609,0.5733485411231717,0.7323630298770278,4.9611749267578125,132.68172218476582
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,70,5.453428480770536,0.6337582333944738,1.399559937698146e+19,0.14292694986983903,1.112583155815418,14040184094.72,1000.0,0.2079137440100007,0.08483897984007657,1678,355,8545,38,163.76825185922476,0.0,4920.504745061787,0.0,0.7256746564927442,0.0,3.4752812376576037,0.0,0.7256746564927442,0.0,0.538670695745028,0.0,163.76825185922476,0.0,3.4752812376576037,1.0042228175248622,0.538670695745028,0.7256746564927442,5.322468185424805,159.91640421450808
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,71,5.453428480770536,0.6300054819323122,3.7339048570278747e+20,0.10204375058289447,0.8027338731060738,60327301816.32,1000.0,0.19540459540459543,0.06542022002037529,453,536,9924,59,173.46013147690718,0.0,7011.537689002497,0.0,0.7688106230861473,0.0,3.500432983311399,0.0,0.7688106230861473,0.0,0.43624591308801497,0.0,173.46013147690718,0.0,3.500432983311399,1.0112664376398464,0.43624591308801497,0.7688106230861473,7.372055587768554,297.9903517826061
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,72,5.453428480770536,0.6217597340606154,3.551693823121611e+21,0.18568401937046008,0.9767800491107138,229321771089.92,1000.0,0.19727891156462585,0.07160394692040262,1347,353,8874,118,168.70761509945518,0.0,7655.191372603391,0.0,0.7475770537081438,0.0,3.537204107536435,0.0,0.7475770537081438,0.0,0.4641528733466801,0.0,168.70761509945518,0.0,3.537204107536435,1.0143934013164013,0.4641528733466801,0.7475770537081438,8.013611717224121,363.6215901986611
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,73,5.453428480770536,0.6149072350375354,1.0885640907430673e+23,0.12348735009957663,0.8935092534141048,984376648663.04,1000.0,0.14800742187105823,0.08224886324689293,764,587,9613,118,174.10158903702447,0.0,4591.654776890497,0.0,0.7718123555888204,0.0,3.5801813622622594,0.0,0.7718123555888204,0.0,0.3993080640616624,0.0,174.10158903702447,0.0,3.5801813622622594,1.0164688727064224,0.3993080640616624,0.7718123555888204,10.010841369628906,264.02014967120357
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,74,5.453428480770536,0.612569485064596,1.211886843830495e+24,0.37884912904546925,0.6752130255887383,3710432790446.08,1000.0,0.2693852593135984,0.2907285767860125,2340,470,7976,124,174.40239273874383,0.0,7908.619906156353,0.0,0.774076287636918,0.0,3.6179077403704905,0.0,0.774076287636918,0.0,0.39116714566357824,0.0,174.40239273874383,0.0,3.6179077403704905,1.0081298182802843,0.39116714566357824,0.774076287636918,8.284113655090332,375.65944554242685
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,75,5.453428480770536,0.6048779836669564,2.7145479866274287e+25,0.24930248096240876,0.9903854131698608,16083955629424.64,1000.0,0.29663268829935496,0.1782715565430857,1046,514,9299,85,168.91241535387542,0.0,7037.973987796678,0.0,0.7490096262147967,0.0,3.649789304607824,0.0,0.7490096262147967,0.0,0.4143466088602221,0.0,168.91241535387542,0.0,3.649789304607824,1.018002311954522,0.4143466088602221,0.7490096262147967,8.023339729309082,334.3037644203422
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,76,5.453428480770536,0.6007892335020005,3.1191113121160726e+26,0.1836596275251737,1.1555495030350156,61378096141434.88,1000.0,0.15289432789432789,0.12524476215168462,1854,360,8332,70,162.4510998196072,0.0,9088.615700499133,0.0,0.7204036510976661,0.0,3.6988539982726674,0.0,0.7204036510976661,0.0,0.4902119867037982,0.0,162.4510998196072,0.0,3.6988539982726674,1.0296487620296033,0.4902119867037982,0.7204036510976661,7.310299491882324,408.98770652246094
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,77,5.507794616493343,0.5963252346031368,7.745666123877711e+27,0.1319002075735215,0.9944123207103639,262820553985884.16,1000.0,0.2081980519480519,0.07785483687666513,824,538,9545,133,165.79466320219495,0.0,12780.205744503515,0.0,0.7355525792990663,0.0,3.7418631354858847,0.0,0.7355525792990663,0.0,0.42172990597429727,0.0,165.79466320219495,0.0,3.7418631354858847,1.041622309000725,0.42172990597429727,0.7355525792990663,8.704219818115234,670.9608015864345
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,78,5.507794616493343,0.5972779847122729,1.1216308065671044e+29,0.2040947331814011,0.6645575300125139,993786402774712.4,1000.0,0.31861875184856553,0.12530811513345938,2092,602,8365,21,176.27527509416853,0.0,16274.410516054371,0.0,0.7819427301618684,0.0,3.7549059190050174,0.0,0.7819427301618684,0.0,0.30187383240887095,0.0,176.27527509416853,0.0,3.7549059190050174,1.0526262338627168,0.30187383240887095,0.7819427301618684,6.169634628295898,569.604368061903
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,79,5.791523964062128,0.5909564854763448,1.0368987876303306e+30,0.17889213284350627,0.9541370633401369,4277029067124900.0,1000.0,0.18095238095238095,0.11478438665938667,633,275,9504,138,155.99252158717104,0.0,5215.631851028237,0.0,0.6918327927651932,0.0,3.8008425516563573,0.0,0.6918327927651932,0.0,0.4969525276438186,0.0,155.99252158717104,0.0,3.8008425516563573,1.0523425423208879,0.4969525276438186,0.6918327927651932,7.409644775390625,247.74251292384125
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,80,5.791523964062128,0.5812837339378893,4.6143468880443285e+31,0.1984594877870683,0.6364494778678782,1.631446250110845e+16,1000.0,0.2997311926642927,0.1267162809393126,1554,950,9172,86,171.29078674316406,0.0,8334.814135999692,0.0,0.7593745616711556,0.0,3.8387176717783724,0.0,0.7593745616711556,0.0,0.31590375458869824,0.0,171.29078674316406,0.0,3.8387176717783724,1.0604643003572594,0.31590375458869824,0.7593745616711556,9.849220237731934,479.2518128199823
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,81,5.791523964062128,0.5755487328022718,5.558533452549662e+32,0.21368758525091308,0.6217037516655879,6.962186663065813e+16,1000.0,0.346875,0.16719808842085931,750,551,9637,82,167.49320020173727,0.0,8264.843311276443,0.0,0.7427336557072214,0.0,3.873742198552493,0.0,0.7427336557072214,0.0,0.3322063774950694,0.0,167.49320020173727,0.0,3.873742198552493,1.0643368728197196,0.3322063774950694,0.7427336557072214,7.95592700958252,392.580057285631
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,82,5.791523964062128,0.5775509843230248,inf,0.0625,0.8137899537881216,2.6245895231404768e+17,1000.0,0.1,0.03571428571428571,2141,48,7798,7,156.8819147745768,0.0,4413.36774110263,0.0,0.6967631688597925,0.0,3.8949512702988893,0.0,0.6967631688597925,0.0,0.49897076189517975,0.0,156.8819147745768,0.0,3.8949512702988893,1.0515148574381072,0.49897076189517975,0.6967631688597925,2.3532287216186525,66.20051611653946
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,83,5.873121001757942,0.5730914848484099,inf,0.1037698104364771,0.9242738539016702,1.1385430185645336e+18,1000.0,0.15214646464646464,0.062154743639277116,1200,490,9110,58,162.3394054836697,0.0,5688.569570443894,0.0,0.7188499584281178,0.0,3.9323416874851436,0.0,0.7188499584281178,0.0,0.40826384403690574,0.0,162.3394054836697,0.0,3.9323416874851436,1.0464657645184396,0.40826384403690574,0.7188499584281178,7.305273246765137,255.98563066997522
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,84,5.873121001757942,0.5637029846198857,inf,0.14839679443852136,0.7520102906858724,4.351943194154201e+18,1000.0,0.27718542637273286,0.09578116043701253,1163,949,9552,156,164.18403564453126,0.0,6354.053024955324,0.0,0.7279551632515259,0.0,3.978138717888312,0.0,0.7279551632515259,0.0,0.3597410846243101,0.0,164.18403564453126,0.0,3.978138717888312,1.0644135296634862,0.3597410846243101,0.7279551632515259,10.261502227783204,397.12831405970775
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,85,5.873121001757942,0.5620459847338498,nan,0.5381250633424546,1.3143254127353434,nan,1000.0,0.31092831962397177,0.37829030053138707,3692,380,6557,89,144.80274868011475,0.0,8642.275553088519,0.0,0.6421862432198095,0.0,4.0232612556483405,0.0,0.6421862432198095,0.0,0.5677471039816738,0.0,144.80274868011475,0.0,4.0232612556483405,1.0773242676526622,0.5677471039816738,0.6421862432198095,5.79210994720459,345.69102212354073
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,86,5.873121001757942,0.5637089844234288,nan,0.4073500568099414,0.8635286292931261,nan,1000.0,0.384364100681114,0.30026475744415093,3647,599,6761,65,168.5983702007093,0.0,10309.286843738702,0.0,0.7475018802096867,0.0,4.04517060455227,0.0,0.7475018802096867,0.0,0.267135646770169,0.0,168.5983702007093,0.0,4.04517060455227,1.0840548013921618,0.267135646770169,0.7475018802096867,8.008422584533692,489.69112507758837
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,87,5.873121001757942,0.5608649837598204,nan,0.4677529073906561,0.6186716104192393,nan,1000.0,0.4939444528416256,0.321790272960715,3704,408,6571,37,165.6208724975586,0.0,8729.058451130053,0.0,0.7346786513238914,0.0,4.074480236331507,0.0,0.7346786513238914,0.0,0.2615856923927952,0.0,165.6208724975586,0.0,4.074480236331507,1.0778490517986925,0.2615856923927952,0.7346786513238914,5.79673053741455,305.5170457895519
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,88,5.89537068668318,0.5596927354484796,nan,0.4306132485997757,nan,nan,1000.0,0.3783805300147129,0.31093256410803627,3699,467,6612,70,nan,0.0,nan,0.0,nan,0.0,4.095370115782671,0.0,nan,0.0,nan,0.0,nan,0.0,4.095370115782671,1.0828948761890511,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,89,5.89537068668318,0.5566619872860611,nan,0.4328325830587425,1.1000475026739842,nan,1000.0,0.4748363762921226,0.30396973567939484,3691,640,6789,32,150.37921142578125,0.0,13068.769006470808,0.0,0.6654706026650388,0.0,4.137441156757785,0.0,0.6654706026650388,0.0,0.45657088330924583,0.0,150.37921142578125,0.0,4.137441156757785,1.0873133709639409,0.45657088330924583,0.6654706026650388,6.01516845703125,522.7507602588323
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,90,6.315063207670586,0.5518592358380556,nan,0.357458514966975,nan,nan,1000.0,0.2517195464239361,0.31504667309272205,3669,798,6800,171,nan,0.0,nan,0.0,nan,0.0,4.206039744897416,0.0,nan,0.0,nan,0.0,nan,0.0,4.206039744897416,1.0808631957915031,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,91,6.315063207670586,0.5473454859666527,nan,0.38745717049119965,nan,nan,1000.0,0.3963666070552011,0.28395594208645347,3694,460,6600,46,nan,0.0,nan,0.0,nan,0.0,4.23949922695211,0.0,nan,0.0,nan,0.0,nan,0.0,4.23949922695211,1.0797935641961922,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,92,6.315063207670586,0.5460087365098297,nan,0.4338809011940721,nan,nan,1000.0,0.2505609858551035,0.3183786858808592,3682,438,6594,122,nan,0.0,nan,0.0,nan,0.0,4.266960560565099,0.0,nan,0.0,nan,0.0,nan,0.0,4.266960560565099,1.0831816327623467,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,93,6.7347557286579915,0.5338587363623083,nan,0.38525371923289237,nan,nan,1000.0,0.28019735360994186,0.2901578672623297,3673,490,6620,93,nan,0.0,nan,0.0,nan,0.0,4.296793125682739,0.0,nan,0.0,nan,0.0,nan,0.0,4.296793125682739,1.0941717577505279,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,94,6.7347557286579915,0.5273174861259758,nan,0.4328485728147985,nan,nan,1000.0,0.44563333205574585,0.3126699172437525,3712,624,6750,26,nan,0.0,nan,0.0,nan,0.0,4.337625308227777,0.0,nan,0.0,nan,0.0,nan,0.0,4.337625308227777,1.0750039236881934,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,95,6.7347557286579915,0.5256504868716001,nan,0.4107547022520889,nan,nan,1000.0,0.2777526130324015,0.30167201537611743,3656,714,6840,168,nan,0.0,nan,0.0,nan,0.0,4.382320702967039,0.0,nan,0.0,nan,0.0,nan,0.0,4.382320702967039,1.0676690840406895,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,96,6.7347557286579915,0.5106749853491783,nan,0.4801638694330646,nan,nan,1000.0,0.17206349206349206,0.39171785925517266,3712,357,6457,248,nan,0.0,nan,0.0,nan,0.0,4.4140995368873295,0.0,nan,0.0,nan,0.0,nan,0.0,4.4140995368873295,1.0718565804441462,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,97,6.7347557286579915,0.5068207354843617,nan,0.449805434330374,nan,nan,1000.0,0.2987653812809682,0.3451393102691375,3726,586,6679,97,nan,0.0,nan,0.0,nan,0.0,4.44644768747706,0.0,nan,0.0,nan,0.0,nan,0.0,4.44644768747706,1.0694073382154121,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,98,6.7347557286579915,0.49975573528558015,nan,0.34402447008100423,nan,nan,1000.0,0.3205873074294127,0.25050343971575123,3710,385,6527,34,nan,0.0,nan,0.0,nan,0.0,4.4773740714143795,0.0,nan,0.0,nan,0.0,nan,0.0,4.4773740714143795,1.064961201052019,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,99,6.7347557286579915,0.4947139863669872,nan,0.40883004281676794,nan,nan,1000.0,0.34881962916045317,0.3127181370801418,3659,689,6851,75,nan,0.0,nan,0.0,nan,0.0,4.500702000393873,0.0,nan,0.0,nan,0.0,nan,0.0,4.500702000393873,1.0677148270926693,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,100,1.1,1.0,0.05,iid,1.0,50,100,6.7347557286579915,0.49125698655843736,nan,0.40767268618228164,nan,nan,1000.0,0.199526968529851,0.38818315266486003,3759,253,6336,116,nan,0.0,nan,0.0,nan,0.0,4.536098380670686,0.0,nan,0.0,nan,0.0,nan,0.0,4.536098380670686,1.0659335667649905,nan,nan,nan,nan
