algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,sigma_dp_honest,sigma_dp_attacker,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,47,4.7464023579153265,0.7850794783234596,0.606921466588974,nan,1.7527886591851711,4.199822555594146,1000.0,0.0,nan,0,14942,0,36090,175.35709762573242,224.6396969604492,2.528602372727991,4.098411191846663,0.7567740231752396,0.40693444941192863,0.7770190555034517,0.9956695826405743,5175.331748406288,530.4753737936272,175.35709762573242,224.6396969604492,0.7770190555034517,0.9956695826405743,3.470487664199194,1.0318508584928436,0.4160211915875991,0.98999034816948,137.58953173828124,401.09053225067686
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,4.793545135694713,0.7854869776964187,0.6053612288832665,nan,1.0452075813497816,4.114756730596224,1000.0,0.0,nan,0,14914,0,35690,206.3429892403739,223.8627429707845,2.5366577206099463,4.120105058157986,0.5230571755341121,0.39647007870177425,0.9139076904267437,0.9922376835635501,6275.596207155846,530.4442980705519,206.3429892403739,223.8627429707845,0.9139076904267437,0.9922376835635501,3.4867261231387707,1.0379148339984716,0.3993564294438797,0.9904516576614079,137.20644763183594,406.1249257425129
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,5.109192193008899,0.7860824811458588,0.6038554698228836,nan,1.2575294733047486,3.9610982754826547,1000.0,0.0,nan,0,15022,0,35406,180.2930114746094,223.823195699056,2.5448407890950584,4.141219296872637,0.6944278478622437,0.38015915820995966,0.7998279599117416,0.9923572540584816,5283.916287211698,529.182550220385,180.2930114746094,223.823195699056,0.7998279599117416,0.9923572540584816,3.502667893761605,1.0476563323490722,0.38531110394196433,0.9892010361216498,136.0968475341797,370.348693004348
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.109192193008899,0.7861914774775505,0.6034671673178673,0.04422747709614914,1.0229796809809548,2.136073019504547,1000.0,0.5277777777777778,0.019990915620906744,260,50,50007,349,188.26361519949776,0.0,2.581123700902864,0.0,0.6214971542358398,0.0,0.8361042404570788,0.0,5575.8414420180725,0.0,188.26361519949776,0.0,0.8361042404570788,0.0,2.581123700902864,1.0912117377608122,0.6214971542358398,0.8361042404570788,6.589226531982422,195.15445047063255
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7851969769597054,0.606535020172596,0.0630104060509002,1.0699461288750172,2.22422479391098,1000.0,0.8333333333333334,0.02570792094434651,532,95,49896,465,188.30059242248535,0.0,2.6198622562147547,0.0,0.6084307245910168,0.0,0.8356311974940829,0.0,5429.202441496726,0.0,188.30059242248535,0.0,0.8356311974940829,0.0,2.6198622562147547,1.098625191202169,0.6084307245910168,0.8356311974940829,7.532023696899414,217.16809765986906
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7794599811732769,0.6364517641067505,0.05740740740740741,0.8209869904177529,2.600082399447759,1000.0,1.0,0.012714120283338095,159,0,50086,375,180.71449497767858,0.0,2.676126688396943,0.0,0.6560057018484388,0.0,0.8006632335135891,0.0,5319.399410582782,0.0,180.71449497767858,0.0,0.8006632335135891,0.0,2.676126688396943,1.0979917862268878,0.6560057018484388,0.8006632335135891,6.32500732421875,186.1789793703974
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.7631379779428243,0.8717240107059478,0.47928737928737924,0.8530355475165627,4.287451480229696,1000.0,1.0,0.18551703175803194,197,0,50243,632,182.020620172674,0.0,2.7241667761948465,0.0,0.6314149255102331,0.0,0.8066127128603725,0.0,5911.208077816163,0.0,182.020620172674,0.0,0.8066127128603725,0.0,2.7241667761948465,1.1011942410169275,0.6314149255102331,0.8066127128603725,10.011134109497071,325.1164442798889
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7472259827330708,2.3647328770160674,0.4134979521796428,1.0658792365681042,10.097284653981527,1000.0,0.9714285714285715,0.341406181018974,58,2,50260,512,178.22968222878197,0.0,2.751007608203914,0.0,0.6429126560688019,0.0,0.7908402779947651,0.0,5525.019887939959,0.0,178.22968222878197,0.0,0.7908402779947651,0.0,2.751007608203914,1.106440455382148,0.6429126560688019,0.7908402779947651,9.802632522583007,303.8760938366977
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,55,5.223910120278861,0.7526344807446003,16.031707793474197,0.3855611577964519,0.9361396916210651,23.771554107666017,1000.0,1.0,0.19596042663476876,213,0,49964,325,179.6075038909912,0.0,2.76981455364447,0.0,0.6218506544828415,0.0,0.7951230035721164,0.0,5831.722786997325,0.0,179.6075038909912,0.0,0.7951230035721164,0.0,2.76981455364447,1.1131544697931097,0.6218506544828415,0.7951230035721164,7.184300155639648,233.268911479893
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,56,5.256801473121117,0.740968981012702,237.28491022855044,0.0,0.7731270591417948,58.911522216796875,1000.0,0.0,0.0,0,292,50178,10,170.69715372721353,0.0,2.7914387676891095,0.0,0.6748920579751333,0.0,0.7569136670626538,0.0,5740.134563337445,0.0,170.69715372721353,0.0,0.7569136670626538,0.0,2.7914387676891095,1.1193044436523347,0.6748920579751333,0.7569136670626538,5.120914611816406,172.20403690012338
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,57,5.286518785282597,0.7025204837322235,14486.118177202641,0.0,0.6507930631217148,216.78210301717124,1000.0,0.0,0.0,89,863,50557,27,182.97528403145927,0.0,2.890369635486695,0.0,0.578442991179015,0.0,0.8113631439315242,0.0,4862.91621771081,0.0,182.97528403145927,0.0,0.8113631439315242,0.0,2.890369635486695,1.104142912568322,0.578442991179015,0.8113631439315242,12.808269882202149,340.4041352397567
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,58,5.286518785282597,0.6472264825925231,411651.87840827764,0.058823529411764705,0.8029102236032486,958.4740779622396,1000.0,0.058823529411764705,0.05263157894736842,1036,1247,49931,50,181.73501747532896,0.0,2.979422201750068,0.0,0.5667986524732489,0.0,0.8066924308692204,0.0,5261.189564460769,0.0,181.73501747532896,0.0,0.8066924308692204,0.0,2.979422201750068,1.0899209939142733,0.5667986524732489,0.8066924308692204,17.26482666015625,499.81300862377304
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,59,5.286518785282597,0.6255614842101932,7156360.354833105,0.01815932984764154,0.606150416812549,4523.530257975261,1000.0,0.10227272727272728,0.009148218930827626,7306,856,43385,11,190.28485107421875,0.0,3.033577040738406,0.0,0.4856440088090797,0.0,0.8432739936693507,0.0,4113.215186156271,0.0,190.28485107421875,0.0,0.8432739936693507,0.0,3.033577040738406,1.0807521071639647,0.4856440088090797,0.8432739936693507,11.417091064453125,246.79291116937617
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,60,5.286518785282597,0.6179409840703011,76660011.40581644,0.23116167547779673,0.6499178815219138,17998.329088541668,1000.0,0.5981684981684982,0.1802645840960119,7879,553,42538,16,212.46532694498697,0.0,3.04208864849659,0.0,0.2820789081354936,0.0,0.9428150851065958,0.0,2149.725753987805,0.0,212.46532694498697,0.0,0.9428150851065958,0.0,3.04208864849659,1.0891825036175387,0.2820789081354936,0.9428150851065958,9.560939712524414,96.73765892945124
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,61,5.286518785282597,0.5986409840732813,1804657297.2525027,0.10769230769230768,0.8374985573956599,78794.358359375,1000.0,0.09615384615384616,0.15384615384615385,3471,735,47070,22,183.57981872558594,0.0,3.103350662805718,0.0,0.5074095691625888,0.0,0.8153755541579947,0.0,4378.4955073665815,0.0,183.57981872558594,0.0,0.8153755541579947,0.0,3.103350662805718,1.092029105474654,0.5074095691625888,0.8153755541579947,11.932688217163086,284.6022079788278
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,62,5.313437460101325,0.5790254873409867,21081013969.040977,0.12138168842573248,0.7008973111708959,305264.5833333333,1000.0,0.3643401805166511,0.07364072326848618,8361,508,41998,5,179.98343234592014,0.0,3.170581643728349,0.0,0.5436504036188126,0.0,0.7972761944670627,0.0,4166.20055659239,0.0,179.98343234592014,0.0,0.7972761944670627,0.0,3.170581643728349,1.0733506362786005,0.5436504036188126,0.7972761944670627,8.099254455566406,187.47902504665754
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,63,5.313437460101325,0.5580724846571684,388649007287.75305,0.07798231658554285,0.936971036886627,1289857.4854166666,1000.0,0.1984126984126984,0.04096063441495231,3377,506,46961,30,181.9449795809659,0.0,3.1936268303087907,0.0,0.4851185455918312,0.0,0.8068134421151943,0.0,5214.720110657296,0.0,181.9449795809659,0.0,0.8068134421151943,0.0,3.1936268303087907,1.0763014131019906,0.4851185455918312,0.8068134421151943,10.006973876953126,286.8096060861513
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,64,5.313437460101325,0.5328094870969653,8239291700938.912,0.08819656238694722,0.9104630217355277,4829579.9,1000.0,0.3243249864048184,0.051244019524506405,8160,1017,42647,20,193.139283316476,0.0,3.226996763236891,0.0,0.37752769641312106,0.0,0.8555173539010344,0.0,3892.6472322199334,0.0,193.139283316476,0.0,0.8555173539010344,0.0,3.226996763236891,1.0707214187341902,0.37752769641312106,0.8555173539010344,13.51974983215332,272.48530625539536
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,65,5.322137390526822,0.5262634856626391,111594944213960.4,0.10457797106010551,0.24190107407048345,20696079.946666665,1000.0,0.29095117845117846,0.06462877406578828,4421,604,45999,36,215.05977884928384,0.0,3.2344770400042466,0.0,0.17438297268624106,0.0,0.9530556590921483,0.0,2954.512008871281,0.0,215.05977884928384,0.0,0.9530556590921483,0.0,3.2344770400042466,1.0713512353328905,0.17438297268624106,0.9530556590921483,12.90358673095703,177.27072053227687
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,66,5.322137390526822,0.5179139852151274,1384286718837668.2,0.10726756784561957,0.2211292579304427,80670456.18666667,1000.0,0.3610722610722611,0.055300698322305365,8031,433,42269,7,213.54714393615723,0.0,3.2393560654462816,0.0,0.16387836600188166,0.0,0.9490019168210067,0.0,2200.511014849303,0.0,213.54714393615723,0.0,0.9490019168210067,0.0,3.2393560654462816,1.0765043206862255,0.16387836600188166,0.9490019168210067,8.54188575744629,88.02044059397213
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,67,5.322137390526822,0.5043439871817827,3.801448631138076e+16,0.11065512068557579,0.40566131100058556,339075671.68,1000.0,0.2641178266178266,0.09432150967933246,4289,818,46313,24,190.5071062360491,0.0,3.3343446083114685,0.0,0.384979060052761,0.0,0.8453887456388774,0.0,2223.10415542478,0.0,190.5071062360491,0.0,0.8453887456388774,0.0,3.3343446083114685,1.0289916295385373,0.384979060052761,0.8453887456388774,13.335497436523438,155.6172908797346
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,68,5.322137390526822,0.4843734882026911,4.4280362044700704e+17,0.10621468642147328,1.033573137765581,1280853954.9866667,1000.0,0.3210200691121744,0.05817932272774673,9746,633,40716,9,181.79574446244672,0.0,3.3948203747915136,0.0,0.4296515934507955,0.0,0.8052014661225356,0.0,3259.8454281205645,0.0,181.79574446244672,0.0,0.8052014661225356,0.0,3.3948203747915136,1.0171920575519033,0.4296515934507955,0.8052014661225356,9.99876594543457,179.2914985466311
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,69,5.322137390526822,0.4965044865757227,5.293679063969122e+18,0.06339490834007612,0.2826577077309291,5451925435.733334,1000.0,0.31111111111111106,0.035399190331948265,5359,356,44877,0,204.51412200927734,0.0,3.39630983450989,0.0,0.19053087243810296,0.0,0.9075864120988811,0.0,1140.9143877132958,0.0,204.51412200927734,0.0,0.9075864120988811,0.0,3.39630983450989,1.018958257474313,0.19053087243810296,0.9075864120988811,6.13542366027832,34.22743163139888
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,70,5.322137390526822,0.4907309876382351,5.9263422568340685e+19,0.08232802150960719,1.1537436991930008,20994999657.81333,1000.0,0.30573426573426576,0.04758608198667767,9602,239,40517,0,167.0390197753906,0.0,3.423318870420352,0.0,0.5064541637897492,0.0,0.7416729128008621,0.0,4095.5293149586796,0.0,167.0390197753906,0.0,0.7416729128008621,0.0,3.423318870420352,1.0172180666153252,0.5064541637897492,0.7416729128008621,4.175975494384765,102.38823287396698
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,71,5.322137390526822,0.49405748609453437,6.404169204633919e+20,0.01388888888888889,0.6799900780121485,89008019838.29333,1000.0,0.1111111111111111,0.007407407407407408,3749,85,46230,0,175.8803253173828,0.0,3.4343633197793206,0.0,0.4140160729487737,0.0,0.77973979500109,0.0,3108.27384033888,0.0,175.8803253173828,0.0,0.77973979500109,0.0,3.4343633197793206,1.0223251471059833,0.4140160729487737,0.77973979500109,2.638204879760742,46.624107605083196
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,72,5.322137390526822,0.4794129867106676,2.7296910487971403e+22,0.1501235850547218,0.49004687927663326,335839293166.93335,1000.0,0.5153003246753247,0.07858195947537354,8159,578,42277,8,194.0150383843316,0.0,3.454908062689313,0.0,0.23543655867170957,0.0,0.8589052358510365,0.0,2639.731367853086,0.0,194.0150383843316,0.0,0.8589052358510365,0.0,3.454908062689313,1.0226195415481756,0.23543655867170957,0.8589052358510365,8.730676727294922,118.78791155338888
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,73,5.322137390526822,0.4648294874280691,6.908876245857657e+23,0.10066701525925517,0.5011802772680919,1436521353270.6133,1000.0,0.28611910964852144,0.06836154817965352,4586,854,46024,16,191.81841125488282,0.0,3.4904978706266045,0.0,0.23657476132114727,0.0,0.8498104758713,0.0,2440.075898084235,0.0,191.81841125488282,0.0,0.8498104758713,0.0,3.4904978706266045,1.0220923643467208,0.23657476132114727,0.8498104758713,14.38638084411621,183.00569235631767
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,74,5.322137390526822,0.4614014882594347,4.5399821712349507e+24,0.25988172295945405,0.2708226229995489,5534075530335.573,1000.0,0.8697619047619047,0.15281080685799378,10441,364,39815,0,194.05755920410155,0.0,3.500512320909686,0.0,0.2029741697013378,0.0,0.8573860301862325,0.0,11325.936905455937,0.0,194.05755920410155,0.0,0.8573860301862325,0.0,3.500512320909686,1.0223731860338938,0.2029741697013378,0.8573860301862325,4.8514389801025395,283.14842263639844
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,75,5.322137390526822,0.4517699873819947,1.2092454453016601e+26,0.04558149275564088,0.6766039238057353,23477841265950.72,1000.0,0.22937710437710437,0.021981621408162916,3570,533,46800,29,178.73160899769175,0.0,3.529544050902353,0.0,0.3212146613408219,0.0,0.7930020432145928,0.0,2733.142597761673,0.0,178.73160899769175,0.0,0.7930020432145928,0.0,3.529544050902353,1.0265141358368495,0.3212146613408219,0.7930020432145928,9.830238494873047,150.322842876892
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,76,5.322137390526822,0.44105648800730707,1.9920953512984008e+27,0.16154480595657067,0.38885077969594434,88833831965381.97,1000.0,0.3565709617180205,0.10479267050565513,9247,538,41131,26,185.81140969016334,0.0,3.5706790094000302,0.0,0.2628254822709344,0.0,0.8244693493569468,0.0,1641.9467462571126,0.0,185.81140969016334,0.0,0.8244693493569468,0.0,3.5706790094000302,1.005144502599037,0.2628254822709344,0.8244693493569468,10.219627532958985,90.3070710441412
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,77,5.322137390526822,0.4294669892266393,4.8758590255619555e+28,0.1515557490608287,0.4976302054555466,380492507568756.06,1000.0,0.420530613177672,0.09465872635338303,4518,910,46174,40,184.53003946940103,0.0,3.6138131217256593,0.0,0.23414307590574027,0.0,0.8181738970647109,0.0,1533.3173796118488,0.0,184.53003946940103,0.0,0.8181738970647109,0.0,3.6138131217256593,1.0115603199730292,0.23414307590574027,0.8181738970647109,13.839752960205079,114.99880347088867
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,78,5.322137390526822,0.433802488707006,4.138866860571121e+29,0.13833310201927085,0.29781757162085604,1458137877355779.5,1000.0,0.4533189033189033,0.08186059504129704,10636,426,39660,2,194.87313406808036,0.0,3.6185011872421513,0.0,0.11367476478751216,0.0,0.8647028270981441,0.0,761.7947869796127,0.0,194.87313406808036,0.0,0.8647028270981441,0.0,3.6185011872421513,1.0109509427507826,0.11367476478751216,0.8647028270981441,6.820559692382813,26.66281754428645
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,79,5.322137390526822,0.43287999007850886,4.3626912275889444e+30,0.17955614344503235,0.4929192289710045,6213722981416305.0,1000.0,0.5714285714285713,0.11391521391521392,5463,257,44678,10,169.60051472981772,0.0,3.659301552768086,0.0,0.3945732557525237,0.0,0.7530119515612833,0.0,3481.9766548664375,0.0,169.60051472981772,0.0,0.7530119515612833,0.0,3.659301552768086,0.9877017107190813,0.3945732557525237,0.7530119515612833,5.088015441894531,104.4592996459931
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,80,5.322137390526822,0.4160144881531596,1.626788005742188e+32,0.1218966189717178,0.29625585567779267,2.344116011828336e+16,1000.0,0.2771950271950272,0.07883721888561573,9234,689,41252,29,184.97315509502704,0.0,3.6822050997808202,0.0,0.17658442652855927,0.0,0.8202666378435789,0.0,1356.5936668033426,0.0,184.97315509502704,0.0,0.8202666378435789,0.0,3.6822050997808202,0.9982461550017376,0.17658442652855927,0.8202666378435789,12.023255081176758,88.17858834221727
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,81,5.322137390526822,0.4201709890365601,inf,0.10055186268958732,0.36326308362185955,1.0096824486276891e+17,1000.0,0.3991071428571429,0.05915943007144821,4719,497,45639,1,182.77206802368164,0.0,3.6973670922897726,0.0,0.17693795741070062,0.0,0.8110038548707208,0.0,1111.0711247815238,0.0,182.77206802368164,0.0,0.8110038548707208,0.0,3.6973670922897726,0.9979649081873241,0.17693795741070062,0.8110038548707208,7.310882720947266,44.442844991260955
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,82,5.322137390526822,0.42221348885446786,inf,0.075,0.41546355560421944,3.8599388833142976e+17,1000.0,0.27272727272727276,0.043478260869565216,11142,96,38849,1,177.16707865397134,0.0,3.7056765896351043,0.0,0.21108926149706045,0.0,0.7878929163223987,0.0,177.16708255891606,0.0,177.16707865397134,0.0,0.7878929163223987,0.0,3.7056765896351043,1.0042587892705577,0.21108926149706045,0.7878929163223987,2.6575061798095705,2.657506238383741
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,83,5.322137390526822,0.4175894892588258,inf,0.10130486279457089,0.4099341969937086,1.6538580635135404e+18,1000.0,0.350028305028305,0.06063970667936831,4811,538,45569,12,182.5022232055664,0.0,3.735655383995389,0.0,0.14456469435244798,0.0,0.8090612408433951,0.0,1601.2426284581347,0.0,182.5022232055664,0.0,0.8090612408433951,0.0,3.735655383995389,1.0016534568777333,0.14456469435244798,0.8090612408433951,9.12511116027832,80.06213142290673
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,84,5.322137390526822,0.41235148936510085,nan,0.20768391848334758,0.609986216262249,6.256080169836891e+18,1000.0,0.5859288689952306,0.12719462395281075,10414,500,39956,0,172.20406886509485,0.0,3.7641628537480067,0.0,0.2427270230171936,0.0,0.7622817691574556,0.0,2268.6716841914413,0.0,172.20406886509485,0.0,0.7622817691574556,0.0,3.7641628537480067,1.007690984955006,0.2427270230171936,0.7622817691574556,6.02714241027832,79.40350894670043
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,85,5.341481824167896,0.41040098924189805,nan,0.4932500873553386,0.8084005527198315,nan,1000.0,0.8281080539145055,0.35184591144296823,19442,573,30995,6,167.72043418884277,0.0,3.7929646961636094,0.0,0.2800333856139332,0.0,0.7436160658883066,0.0,1470.100655499229,0.0,167.72043418884277,0.0,0.7436160658883066,0.0,3.7929646961636094,1.011488059220617,0.2800333856139332,0.7436160658883066,6.708817367553711,58.80402621996917
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,86,5.347321810265038,0.40779048945754764,nan,0.398342280601561,0.8481039121747017,nan,1000.0,0.6438423645320196,0.2958385123091005,19545,134,30473,4,167.56609802246095,0.0,3.8088036669763063,0.0,0.27055105566978455,0.0,0.743074586638265,0.0,1502.5126292515718,0.0,167.56609802246095,0.0,0.743074586638265,0.0,3.8088036669763063,1.0183474013949003,0.27055105566978455,0.743074586638265,4.189152450561523,37.5628157312893
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,87,5.347321810265038,0.40789298780262473,nan,0.48059457118203025,0.12654805276542902,nan,1000.0,0.9042227927097884,0.3285770844033556,19512,280,30654,10,182.18829091389975,0.0,3.817991251241734,0.0,0.06927919765333475,0.0,0.8088784713077799,0.0,1337.6460778893268,0.0,182.18829091389975,0.0,0.8088784713077799,0.0,3.817991251241734,1.0104167955076133,0.06927919765333475,0.8088784713077799,5.465648727416992,40.12938233667979
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,88,5.347321810265038,0.409956487827003,nan,0.5759678858162355,0.35039013624191284,nan,1000.0,0.8635538942444313,0.4623573609771777,19527,216,30577,4,169.67396545410156,0.0,3.8255019770937086,0.0,0.18627815693616867,0.0,0.7523008270465003,0.0,2297.7822588223016,0.0,169.67396545410156,0.0,0.7523008270465003,0.0,3.8255019770937086,1.0120063875085819,0.18627815693616867,0.7523008270465003,4.241849136352539,57.44455647055754
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,89,5.347321810265038,0.40144248981028796,nan,0.43975326424520067,nan,nan,1000.0,0.7126244370515109,0.32057401111283346,19454,505,30902,9,nan,0.0,3.8633515753353187,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.8633515753353187,1.0122514096328319,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,90,5.347321810265038,0.390340988971293,nan,0.367632373090613,nan,nan,1000.0,0.5298676821144158,0.30401191735485117,19394,668,31043,35,nan,0.0,3.89497997655038,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.89497997655038,0.9996040433090159,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,91,5.347321810265038,0.38353098880499603,nan,0.4090608751110004,nan,nan,1000.0,0.6545165015608365,0.30166168811903304,19499,341,30718,8,nan,0.0,3.913447715169809,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.913447715169809,0.9958005201418715,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,92,5.347321810265038,0.37022698868066073,nan,0.42803487735985707,nan,nan,1000.0,0.7220650348782591,0.30474568922870854,19398,726,31161,9,nan,0.0,3.9445684657994344,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.9445684657994344,1.0007976239780811,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,93,5.395639604969923,0.3611949872598052,nan,0.36167525396269995,nan,nan,1000.0,0.5475164890046924,0.273367842921528,19443,496,30876,19,nan,0.0,3.9701464199262433,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,3.9701464199262433,1.0120696001552953,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,94,5.459594316723593,0.35124198872596024,nan,0.42912131194424535,nan,nan,1000.0,0.7177106973208922,0.30649076091341887,19451,504,30906,3,nan,0.0,4.017247380297011,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.017247380297011,0.9814166973099012,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,95,5.552936201899876,0.33907349009066823,nan,0.36754207594019656,nan,nan,1000.0,0.593596977223593,0.26904515565791953,19431,565,30971,25,nan,0.0,4.05334097141908,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.05334097141908,0.9877243870639213,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,96,5.552936201899876,0.3298154900595546,nan,0.38411801645165683,nan,nan,1000.0,0.6602847440620404,0.2710443151382823,19479,392,30785,6,nan,0.0,4.086768163517134,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.086768163517134,0.9885766945949581,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,97,5.552936201899876,0.3138654905185103,nan,0.41658988728121654,nan,nan,1000.0,0.6475965838349834,0.3163228045242696,19368,824,31262,16,nan,0.0,4.110256379442637,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.110256379442637,0.9852188881357702,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,98,5.552936201899876,0.3098744897916913,nan,0.3579956502827316,nan,nan,1000.0,0.614978354978355,0.2525350067675649,19533,192,30544,3,nan,0.0,4.124768180682778,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.124768180682778,0.9827740675223252,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,99,5.552936201899876,0.3026069905236363,nan,0.4240055777675415,nan,nan,1000.0,0.7201577662103977,0.302032555762777,19467,483,30889,5,nan,0.0,4.136954665590169,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.136954665590169,0.985077650804275,nan,nan,nan,nan
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,100,5.552936201899876,0.3021364902332425,nan,0.369167078778987,nan,nan,1000.0,0.5635285455138397,0.2887764201979141,19492,317,30681,8,nan,0.0,4.1525609788730184,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.1525609788730184,0.9773717880324516,nan,nan,nan,nan
