algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_n_honest,sigma_n_attacker,balance_kept_honest,balance_kept_attacker,noise_norm_honest,noise_norm_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,balance_threshold_honest,balance_threshold_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_local_norm_honest,balance_local_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,4.8912542507394,0.8795279767115911,0.40767096877098086,1.0,3.7468847036361694,nan,1000.0,1.0,1.0,30247,347,0,24,0.7232413997641631,0.0,3.0,0.0,162.86413192749023,0.0,2.7475376175220694,0.0,0.7232413997641631,0.0,0.768539197742939,0.0,8631.569579282168,0.0,9.035011274231643,nan,162.86413192749023,0.0,9.595491230487823,nan,2.7475376175220694,0.8518412168007113,0.768539197742939,0.7232413997641631,4.343043518066406,230.1751887808578
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,4.8912542507394,0.8791676437854767,0.4092923784255981,0.9781862745098039,4.013326056301594,nan,1000.0,0.9647286821705426,1.0,30261,364,0,137,0.7511262771214979,0.0,8.5625,0.0,169.65194034576416,0.0,2.799037651504938,0.0,0.7511262771214979,0.0,0.7082061432301998,0.0,9776.856775915694,0.0,11.173238752453432,nan,169.65191268920898,0.0,11.945735365152359,nan,2.799037651504938,0.85756378613043,0.7082061432301998,0.7511262771214979,9.048102010091146,521.4323613821704
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,4.8912542507394,0.8790879778067271,0.4100396137436231,1.0,3.6288002173105878,nan,1000.0,0.9285714285714286,1.0,30662,763,0,107,0.7421069067135193,0.0,7.133333333333334,0.0,167.54376322428385,0.0,2.8528349675551983,0.0,0.7421069067135193,0.0,0.7108908891677856,0.0,10174.359139178418,0.0,9.533378445529818,nan,167.54378458658854,0.0,10.260675207773845,nan,2.8528349675551983,0.867208397527792,0.7108908891677856,0.7421069067135193,8.377189229329428,508.71795695892087
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,4.8912542507394,0.8789323101441066,0.4108976673086484,0.9894179894179894,3.4516043782234194,nan,1000.0,0.8017676767676768,1.0,30424,530,0,104,0.7382834387032098,0.0,6.933333333333334,0.0,166.8004638671875,0.0,2.895890868189485,0.0,0.7382834387032098,0.0,0.7046435991923015,0.0,10193.599871980088,0.0,9.372884752296502,nan,166.80052185058594,0.0,10.155415121714274,nan,2.895890868189485,0.8816410751709953,0.7046435991923015,0.7382834387032098,8.340026092529296,509.67999359900443
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,5.248188038843186,0.8784646435578665,0.4129859539866447,0.9940559440559441,4.05108703808351,nan,1000.0,0.8789682539682541,1.0,30395,502,0,279,0.7157185079215567,0.0,12.681818181818182,0.0,161.27734999223188,0.0,2.96895224301798,0.0,0.7157185079215567,0.0,0.7316142862493341,0.0,9524.255140893756,0.0,10.250788182980783,nan,161.27734097567472,0.0,11.18090506033464,nan,2.96895224301798,0.9108220962632562,0.7316142862493341,0.7157185079215567,11.827005004882812,698.4453769988755
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,5.248188038843186,0.8785816448926925,0.4129445708791415,1.0,3.3221714279868384,nan,1000.0,1.0,1.0,30286,386,0,54,0.6970163559992945,0.0,4.909090909090909,0.0,157.19427212801847,0.0,3.0171520029665486,0.0,0.6970163559992945,0.0,0.7523435733535073,0.0,10114.357608480263,0.0,7.89146414779049,nan,157.1942665793679,0.0,8.665080157193271,nan,3.0171520029665486,0.9211922978549487,0.7523435733535073,0.6970163559992945,5.763789774576823,370.85977897760955
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,5.248188038843186,0.8777849787473678,0.41609758029381433,0.9957168539449955,4.348038806915283,nan,1000.0,0.842975912975913,1.0,30843,956,0,307,0.6983529709254677,0.0,12.28,0.0,157.62214416503906,0.0,3.1000177060893477,0.0,0.6983529709254677,0.0,0.7373878371715545,0.0,8705.74477415387,0.0,11.144394348698167,nan,157.62214782714844,0.0,12.318753490447998,nan,3.1000177060893477,0.972107534749158,0.7373878371715545,0.6983529709254677,13.135178985595703,725.4787311794892
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,5.248188038843186,0.8777976433436075,0.4164049029350281,1.0,3.3217151880264284,nan,1000.0,1.0,1.0,30516,616,0,214,0.683060555085377,0.0,10.7,0.0,154.11999588012696,0.0,3.1855313938597556,0.0,0.683060555085377,0.0,0.7526247143745423,0.0,9856.688956369797,0.0,7.954743988525786,nan,154.11999435424804,0.0,8.851804161071778,nan,3.1855313938597556,0.9969624708113056,0.7526247143745423,0.683060555085377,10.274666290283204,657.1125970913199
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,5.339506600142489,0.8772659780581792,0.41845037043094635,0.9741364530506937,4.111491929917109,nan,1000.0,0.7944774393583032,1.0,30664,780,0,206,0.6763042828884464,0.0,9.80952380952381,0.0,152.5967094784691,0.0,3.267807579842015,0.0,0.6763042828884464,0.0,0.7525503919238136,0.0,8913.521370968452,0.0,10.278534461237772,nan,152.59671165829613,0.0,11.514155297052293,nan,3.267807579842015,1.0413739261169437,0.7525503919238136,0.6763042828884464,10.68176981608073,623.9464959677917
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,5.339506600142489,0.8770293114582698,0.4198043288787206,1.0,4.1801861173966355,nan,1000.0,1.0,1.0,30381,481,0,160,0.6926838300385257,0.0,9.411764705882353,0.0,156.15515226476333,0.0,3.3092933847529147,0.0,0.6926838300385257,0.0,0.709497448276071,0.0,8704.175124816338,0.0,10.734065399071913,nan,156.1551782944623,0.0,12.10487808900721,nan,3.3092933847529147,1.074991162575685,0.709497448276071,0.6926838300385257,8.848793436686197,493.23659040625915
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,5.35364149813898,0.8768423110246658,0.4212081497907639,0.9836250705815923,4.6802394940302925,nan,1000.0,0.7931235431235432,1.0,30331,446,0,65,0.6478919092321971,0.0,5.0,0.0,146.1540081317608,0.0,3.373562170553499,0.0,0.6478919092321971,0.0,0.7814301665012653,0.0,8895.193099840539,0.0,10.512983834573046,nan,146.154056255634,0.0,11.934864044189453,nan,3.373562170553499,1.1031808901868794,0.7814301665012653,0.6478919092321971,6.3333424377441405,385.4583676597567
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,5.456884452944398,0.8767519764105479,0.42189974228541055,0.9987261146496816,4.570150905185276,nan,1000.0,0.6234177215189873,1.0,30164,268,0,40,0.6857644747583735,0.0,4.444444444444445,0.0,154.6504635281033,0.0,3.39774771381017,0.0,0.6857644747583735,0.0,0.6965790688991547,0.0,7974.023589425468,0.0,12.342548937257526,nan,154.6504635281033,0.0,14.105602264404297,nan,3.39774771381017,1.1193155973438824,0.6965790688991547,0.6857644747583735,4.639513905843099,239.22070768276404
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,5.456884452944398,0.8769453130165736,0.42180539190769195,1.0,2.8405733191304736,nan,1000.0,1.0,1.0,30205,305,0,40,0.715885094560482,0.0,4.444444444444445,0.0,161.42219712999133,0.0,3.433712460914362,0.0,0.715885094560482,0.0,0.6256543488966094,0.0,9217.273714996309,0.0,9.968841310482723,nan,161.42220899793836,0.0,11.469031757778591,nan,3.433712460914362,1.1186142192381587,0.6256543488966094,0.715885094560482,4.842666269938151,276.51821144988924
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,5.456884452944398,0.8768033121029536,0.4225701517860095,0.9966035650546864,3.8807374238967896,nan,1000.0,0.8514354066985647,1.0,30524,629,0,91,0.6292100677618193,0.0,6.066666666666666,0.0,141.9860076904297,0.0,3.513163736573145,0.0,0.6292100677618193,0.0,0.784951655069987,0.0,10091.957534999612,0.0,7.942240446146644,nan,141.9859832763672,0.0,9.198571745554606,nan,3.513163736573145,1.1532038097795196,0.784951655069987,0.6292100677618193,7.099299163818359,504.5978767499807
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,5.622343884306758,0.8768903120358785,0.4230198249220848,0.994238683127572,4.2870978862047195,nan,1000.0,0.8474473564611422,1.0,30150,254,0,36,0.6355999402082793,0.0,4.5,0.0,143.28229331970215,0.0,3.544964978768209,0.0,0.6355999402082793,0.0,0.7642001435160637,0.0,9664.8068832883,0.0,10.155577627390786,nan,143.28226280212402,0.0,11.840697765350342,nan,3.544964978768209,1.1718117182930345,0.7642001435160637,0.6355999402082793,3.8208603413899738,257.72818355435464
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,5.876576973931804,0.876439310113589,0.4254302481810252,0.9688192216909762,4.275557331740856,nan,1000.0,0.6762329931972789,1.0,30356,467,0,123,0.6593991799558103,0.0,7.6875,0.0,148.76126766204834,0.0,3.6160116778128897,0.0,0.6593991799558103,0.0,0.6998165026307106,0.0,9604.541410649032,0.0,11.287190771873092,nan,148.761305809021,0.0,13.248107016086578,nan,3.6160116778128897,1.1787985346816527,0.6998165026307106,0.6593991799558103,7.933936309814453,512.2422085679483
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,5.876576973931804,0.8766673119862874,0.42500699748595555,0.9962130525510806,2.613778049747149,nan,1000.0,0.8120569044482089,1.0,30273,378,0,73,0.6406711380486815,0.0,6.083333333333333,0.0,144.54606246948242,0.0,3.689352128392462,0.0,0.6406711380486815,0.0,0.7324733883142471,0.0,11197.76837359249,0.0,6.920035280750521,nan,144.54611587524414,0.0,8.176577687263489,nan,3.689352128392462,1.18294750744834,0.7324733883142471,0.6406711380486815,5.781844635009765,447.9107349436996
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,5.876576973931804,0.8764106440544128,0.4263236559430758,0.9737268518518518,3.70955005619261,nan,1000.0,0.7648228489446288,1.0,30533,644,0,149,0.6250746136100662,0.0,8.277777777777779,0.0,141.00247616238065,0.0,3.761415042549342,0.0,0.6250746136100662,0.0,0.757335278722975,0.0,9522.918966907802,0.0,8.906019857140274,nan,141.00248379177518,0.0,10.593566921022203,nan,3.761415042549342,1.2208152369073346,0.757335278722975,0.6250746136100662,8.46014902750651,571.375138014468
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,5.876576973931804,0.8762729783852895,0.42746370722850163,0.9927714005739484,4.10464130748402,nan,1000.0,0.8625264865144799,1.0,30290,399,0,53,0.6338238429801911,0.0,4.818181818181818,0.0,142.93030894886363,0.0,3.806875524689562,0.0,0.6338238429801911,0.0,0.7269550345160745,0.0,9218.017518187193,0.0,10.459159862991328,nan,142.93032975630328,0.0,12.524218992753463,nan,3.806875524689562,1.2319513239007651,0.7269550345160745,0.6338238429801911,5.24077875773112,337.9939756668637
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,6.02447535534265,0.8762019771337509,0.42803824176390964,0.9984615384615385,4.393441633744673,nan,1000.0,0.9969696969696968,1.0,30355,456,0,51,0.6296700022627326,0.0,4.636363636363637,0.0,142.21967523748225,0.0,3.8601047697953694,0.0,0.6296700022627326,0.0,0.7201024754480883,0.0,9100.473890419833,0.0,10.570205863968532,nan,142.2196280739524,0.0,12.741853107105602,nan,3.8601047697953694,1.2379385574906294,0.7201024754480883,0.6296700022627326,5.214719696044922,333.6840426487272
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,6.288293787746739,0.8760526444514593,0.4290831207235654,1.0,3.790004050030428,nan,1000.0,1.0,1.0,30139,239,0,206,0.6275776491911306,0.0,12.117647058823529,0.0,141.55763783174402,0.0,3.930398915761181,0.0,0.6275776491911306,0.0,0.7089509508189034,0.0,9154.838944719771,0.0,9.314952062652017,nan,141.55763603659238,0.0,11.303815729477826,nan,3.930398915761181,1.2456756830121765,0.7089509508189034,0.6275776491911306,8.0215993754069,518.7742068674538
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,6.2931728239049,0.8756143126885096,0.43138399879137673,0.9758073874072754,4.648937113144818,nan,1000.0,0.7527168820394301,1.0,30550,663,0,123,0.61730045985542,0.0,7.235294117647059,0.0,139.24237958122703,0.0,3.992603070002827,0.0,0.61730045985542,0.0,0.7464315260157866,0.0,8549.710682944264,0.0,11.434402259389067,nan,139.24234098546646,0.0,13.968610511106604,nan,3.992603070002827,1.261381703889679,0.7464315260157866,0.61730045985542,7.890399322509766,484.4836053668416
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,6.296269494919209,0.8753906456629436,0.4329925732811292,0.992786113043381,4.389978830019633,nan,1000.0,0.7888115942028987,1.0,30537,653,0,84,0.6125169239537918,0.0,5.6,0.0,138.15279235839844,0.0,4.065787343168744,0.0,0.6125169239537918,0.0,0.7448989073435466,0.0,9358.81538688301,0.0,10.46056282981102,nan,138.15279744466145,0.0,12.864416440327963,nan,4.065787343168744,1.257665376764281,0.7448989073435466,0.6125169239537918,6.907639872233073,467.9407693441505
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,6.296269494919209,0.8751999805370967,0.4341210561990738,0.9926470588235294,4.160977983474732,nan,1000.0,0.8765432098765432,1.0,30325,427,0,120,0.6182393828776679,0.0,8.0,0.0,139.610639444987,0.0,4.104479872053026,0.0,0.6182393828776679,0.0,0.7125534415245056,0.0,8512.37473355338,0.0,10.167474269886354,nan,139.61060485839843,0.0,12.587613995869955,nan,4.104479872053026,1.2770605334547707,0.7125534415245056,0.6182393828776679,6.980530242919922,425.618736677669
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,6.587679481540046,0.8752973103523254,0.43499479214350384,0.9950603947991277,3.5485578378041587,nan,1000.0,0.8102048943741734,1.0,30413,519,0,62,0.6201712225008252,0.0,5.166666666666667,0.0,139.89038213094076,0.0,4.152595440621999,0.0,0.6201712225008252,0.0,0.7029997756083807,0.0,10088.164071635325,0.0,9.515181668089282,nan,139.89036305745444,0.0,11.858853816986084,nan,4.152595440621999,1.2853790372535332,0.7029997756083807,0.6201712225008252,5.5956145222981775,403.5265628654129
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,7.007372002527451,0.8746483107407887,0.43857526808977126,0.9829726683572837,5.090990529340856,nan,1000.0,0.8998090441135772,1.0,30686,796,0,120,0.6050826966022185,0.0,7.0588235294117645,0.0,136.67957350786995,0.0,4.225772301691306,0.0,0.6050826966022185,0.0,0.7333139917429756,0.0,8677.087127027871,0.0,12.997044802143186,nan,136.6795914593865,0.0,16.306679809794705,nan,4.225772301691306,1.2896949171931333,0.7333139917429756,0.6050826966022185,7.745176849365234,491.70160386491256
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,7.007372002527451,0.8744759790102641,0.4394566208124161,0.988371847631107,4.745631511394794,nan,1000.0,0.8802449582937388,1.0,30285,394,0,69,0.6065363248726822,0.0,5.3076923076923075,0.0,136.82985276442307,0.0,4.286695602307631,0.0,0.6065363248726822,0.0,0.7376056221815256,0.0,9420.974399297196,0.0,10.190908741751818,nan,136.8298539381761,0.0,12.87149928166316,nan,4.286695602307631,1.2846043156436864,0.7376056221815256,0.6065363248726822,5.929293670654297,408.24222396954514
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,7.007372002527451,0.8742903117338816,0.44031975001096724,0.986276455026455,4.2058062588467315,nan,1000.0,0.8997285067873304,1.0,30551,664,0,121,0.6217952973389771,0.0,7.117647058823529,0.0,140.42053043141084,0.0,4.37084160132259,0.0,0.6217952973389771,0.0,0.6942282735424883,0.0,9284.530555148069,0.0,10.105968034242316,nan,140.42051517262178,0.0,12.84959504183601,nan,4.37084160132259,1.2723493666691637,0.6942282735424883,0.6217952973389771,7.957162526448568,526.1233981250572
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,7.007372002527451,0.8744133110841116,0.4403996242086093,1.0,3.4549540172923696,nan,1000.0,0.5555555555555556,1.0,30254,358,0,50,0.6023851619085145,0.0,4.545454545454546,0.0,135.7655722878196,0.0,4.407100908217021,0.0,0.6023851619085145,0.0,0.7596364400603555,0.0,10387.666082540614,0.0,8.114735111889791,nan,135.76559448242188,0.0,10.38678555055098,nan,4.407100908217021,1.2797242777300062,0.7596364400603555,0.6023851619085145,4.978071797688802,380.88108969315584
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,7.405075595861383,0.8740429778893789,0.4433391962448756,0.9330608200173418,4.667968660593033,nan,1000.0,0.5738095238095238,1.0,30211,335,0,130,0.6020542378449536,0.0,8.125,0.0,135.94288539886475,0.0,4.4764592020187,0.0,0.6020542378449536,0.0,0.7658813409507275,0.0,9400.825106021643,0.0,11.470706755459709,nan,135.94281482696533,0.0,14.780607730150223,nan,4.4764592020187,1.282179115142907,0.7658813409507275,0.6020542378449536,7.250283457438151,501.37733898782096
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,142,7.405075595861383,0.8741723116238912,0.4431156407793363,1.0,3.083400174975395,nan,1000.0,1.0,1.0,30288,388,0,68,0.6330535891128958,0.0,5.666666666666667,0.0,142.9095662434896,0.0,4.523679844881578,0.0,0.6330535891128958,0.0,0.6388029046356678,0.0,9440.651401104768,0.0,8.699546873374743,nan,142.9095827738444,0.0,11.284804582595825,nan,4.523679844881578,1.2546063771955018,0.6388029046356678,0.6330535891128958,5.716383310953776,377.6260560441907
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,143,7.405075595861383,0.8740439770619074,0.4438989905516307,0.9882223040117778,4.29752927167075,nan,1000.0,0.8964285714285715,1.0,30371,479,0,90,0.6025621840660768,0.0,6.428571428571429,0.0,136.14692578996932,0.0,4.57045686097928,0.0,0.6025621840660768,0.0,0.7300815965448108,0.0,10051.38954923129,0.0,8.96506291341956,nan,136.14690726143974,0.0,11.707011597497123,nan,4.57045686097928,1.2566601580232257,0.7300815965448108,0.6025621840660768,6.3535223388671875,469.0648456307935
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,144,7.405075595861383,0.873947978814443,0.4444041348497073,0.985570638511815,4.00224751775915,nan,1000.0,0.9729082593489373,1.0,30370,474,0,50,0.6057433604567842,0.0,4.545454545454546,0.0,136.49361211603338,0.0,4.614669957875265,0.0,0.6057433604567842,0.0,0.6956191875717856,0.0,10335.899535744798,0.0,8.721433344573622,nan,136.49362182617188,0.0,11.465047792954879,nan,4.614669957875265,1.2417149397006493,0.6956191875717856,0.6057433604567842,5.004766133626302,378.98298297730935
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,145,7.405075595861383,0.8737559779485067,0.44577215929826103,0.9553530594010355,4.274374604225159,nan,1000.0,0.7415933223864258,1.0,30213,329,0,144,0.6002290721471661,0.0,9.0,0.0,135.2736701965332,0.0,4.6530113635292505,0.0,0.6002290721471661,0.0,0.7362277545034885,0.0,9962.87926633963,0.0,9.044017540986417,nan,135.27369117736816,0.0,11.968637019395828,nan,4.6530113635292505,1.244345396550865,0.7362277545034885,0.6002290721471661,7.214596862792969,531.3535608714469
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,146,7.405075595861383,0.8736499800284704,0.446601919233799,0.9936250362213851,3.7469906210899353,nan,1000.0,0.7407930107526882,1.0,30477,593,0,150,0.6017199893031737,0.0,8.333333333333334,0.0,135.85931396484375,0.0,4.724542438065314,0.0,0.6017199893031737,0.0,0.7109884685940213,0.0,10287.239760722934,0.0,8.135403614208927,nan,135.8593004014757,0.0,10.838213470247057,nan,4.724542438065314,1.2190263591257389,0.7109884685940213,0.6017199893031737,8.151558024088542,617.234385643376
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,147,7.405075595861383,0.8732853110631307,0.44851869096358615,0.9743092841108293,4.1770497780097156,nan,1000.0,0.6573004201680672,1.0,30516,640,0,164,0.6031284655731938,0.0,8.631578947368421,0.0,136.12625041760896,0.0,4.784317837231374,0.0,0.6031284655731938,0.0,0.7236177325248718,0.0,9581.55441686983,0.0,9.12895845658894,nan,136.12624720523232,0.0,12.243205070495605,nan,4.784317837231374,1.2111582630541484,0.7236177325248718,0.6031284655731938,8.621328989664713,606.8317797350894
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,148,7.405075595861383,0.8729913121461869,0.4501607473691305,0.9852932160142192,4.463039040565491,nan,1000.0,0.8224274031053691,1.0,30602,715,0,65,0.6048323608801881,0.0,4.642857142857143,0.0,136.55402047293526,0.0,4.8232991100858795,0.0,0.6048323608801881,0.0,0.7218319007328579,0.0,9571.566957632413,0.0,10.82116688532919,nan,136.55403028215682,0.0,14.609766823904854,nan,4.8232991100858795,1.2098568693420026,0.7218319007328579,0.6048323608801881,6.372521413167318,446.6731246895124
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,149,7.405075595861383,0.8727369779348373,0.45161565075318016,0.9851826547070047,4.746256589889526,nan,1000.0,0.8098188420136908,1.0,30389,507,0,76,0.6002290721471661,0.0,5.428571428571429,0.0,135.46754564557756,0.0,4.868610633067226,0.0,0.6002290721471661,0.0,0.743302583694458,0.0,9667.86683798394,0.0,10.038012879127251,nan,135.46749114990234,0.0,13.643074001584734,nan,4.868610633067226,1.2020631173925826,0.743302583694458,0.6002290721471661,6.321816253662109,451.1671191059173
