algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,balance_local_norm_honest,balance_local_norm_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,balance_threshold_honest,balance_threshold_attacker,noise_norm_honest,noise_norm_attacker,balance_kept_honest,balance_kept_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,135,7.8855601521267165,0.8833649799227714,0.4004230658710003,1.0,2.434495687484741,nan,1000.0,1.0,1.0,50298,398,0,94,0.7397663647478278,0.0,0.6002290721471661,0.0,9.077169981869785,nan,0.6002290721471661,0.0,6.2216522100735165,0.0,9700.582484028964,0.0,7.331960788146756,nan,135.41211492365056,0.0,8.545454545454545,0.0,135.41211492365056,0.0,6.2216522100735165,0.9252804897663652,0.7397663647478278,0.6002290721471661,7.447666320800781,533.532036621593
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,136,7.8855601521267165,0.8834624770283699,0.40064258098602296,1.0,1.7431185245513916,nan,1000.0,1.0,1.0,50250,350,0,16,0.7483085691928864,0.0,0.6002290721471661,0.0,7.3776741822560625,nan,0.6002290721471661,0.0,6.234144725015171,0.0,11592.517835504206,0.0,5.919620160220483,nan,135.54791768391928,0.0,2.6666666666666665,0.0,135.54791768391928,0.0,6.234144725015171,0.9271900979780924,0.7483085691928864,0.6002290721471661,4.066437530517578,347.7755350651262
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,137,7.8855601521267165,0.8833054795861244,0.40150550499558446,1.0,3.017030453681946,nan,1000.0,1.0,1.0,50490,590,0,62,0.7490792572498322,0.0,0.6002290721471661,0.0,10.765203809738159,nan,0.6002290721471661,0.0,6.252176754082572,0.0,10662.289904635825,0.0,8.580277398672418,nan,135.4071273803711,0.0,6.2,0.0,135.4071273803711,0.0,6.252176754082572,0.9290487389413414,0.7490792572498322,0.6002290721471661,6.770356369018555,533.1144952317912
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,138,7.8855601521267165,0.8832244792580605,0.40199925065040587,1.0,2.464841511514452,nan,1000.0,1.0,1.0,50462,562,0,42,0.730607377158271,0.0,0.6002290721471661,0.0,9.026162041558159,nan,0.6002290721471661,0.0,6.270882258360314,0.0,10355.599736186332,0.0,7.146393100050569,nan,135.5929209391276,0.0,4.666666666666667,0.0,135.5929209391276,0.0,6.270882258360314,0.9328175350015664,0.730607377158271,0.6002290721471661,6.101681442260742,466.00198812838494
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,139,7.8855601521267165,0.8830289795994759,0.40281841680407526,1.0,2.645389179388682,nan,1000.0,1.0,1.0,50499,599,0,94,0.7013224785526594,0.0,0.6002290721471661,0.0,10.141213655471802,nan,0.6002290721471661,0.0,6.294402897844983,0.0,10054.749601679852,0.0,7.9758763367204075,nan,135.31957499186197,0.0,7.833333333333333,0.0,135.31957499186197,0.0,6.294402897844983,0.9350673244319474,0.7013224785526594,0.6002290721471661,8.119174499511718,603.2849761007911
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,140,7.8855601521267165,0.8831184783577919,0.40297135919332505,1.0,1.5847530364990234,nan,1000.0,1.0,1.0,50498,598,0,32,0.713287964463234,0.0,0.6002290721471661,0.0,7.58240532875061,nan,0.6002290721471661,0.0,6.3109940773085444,0.0,11628.564110573825,0.0,5.923797160761533,nan,135.33406257629395,0.0,4.0,0.0,135.33406257629395,0.0,6.3109940773085444,0.9389640437751686,0.713287964463234,0.6002290721471661,5.413362503051758,465.142564422953
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,141,7.8855601521267165,0.8830004769563675,0.4038184002041817,1.0,2.4756090342998505,nan,1000.0,1.0,1.0,50196,296,0,128,0.7739376823107401,0.0,0.6002290721471661,0.0,9.323192874590555,nan,0.6002290721471661,0.0,6.331451811190104,0.0,10825.217702597545,0.0,7.235400156846786,nan,135.28627395629883,0.0,10.666666666666666,0.0,135.28627395629883,0.0,6.331451811190104,0.9442516642597406,0.7739376823107401,0.6002290721471661,8.11717643737793,649.5130621558527
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,142,7.8855601521267165,0.8830209758877754,0.40400858283042906,1.0,1.7760303573948997,nan,1000.0,1.0,1.0,50157,257,0,38,0.7976914133344378,0.0,0.6002290721471661,0.0,8.157257216317314,nan,0.6002290721471661,0.0,6.3685408303989535,0.0,10996.82741853641,0.0,6.288495382629215,nan,135.49696568080358,0.0,5.428571428571429,0.0,135.49696568080358,0.0,6.3685408303989535,0.8361800674664167,0.7976914133344378,0.6002290721471661,4.742393798828125,384.88895964877435
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,143,7.8855601521267165,0.8830134779214859,0.4045091873407364,1.0,2.286721634864807,nan,1000.0,1.0,1.0,50399,499,0,70,0.7157200753688813,0.0,0.6002290721471661,0.0,8.52275629043579,nan,0.6002290721471661,0.0,6.389525456448325,0.0,10961.800878188742,0.0,6.5266055050150005,nan,135.3244857788086,0.0,7.0,0.0,135.3244857788086,0.0,6.389525456448325,0.83841637786779,0.7157200753688813,0.6002290721471661,6.76622428894043,548.090043909437
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,144,7.8855601521267165,0.8830309778451919,0.4047480456531048,1.0,2.365525782108307,nan,1000.0,1.0,1.0,50287,387,0,38,0.7370736428669521,0.0,0.6002290721471661,0.0,8.4886109488351,nan,0.6002290721471661,0.0,6.414857685350214,0.0,11221.265352406394,0.0,6.457265239118793,nan,135.618168422154,0.0,5.428571428571429,0.0,135.618168422154,0.0,6.414857685350214,0.8012585836037889,0.7370736428669521,0.6002290721471661,4.746635894775391,392.74428733422377
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,145,7.8855601521267165,0.882867476940155,0.40565779417753217,1.0,2.682272098281167,nan,1000.0,1.0,1.0,50424,524,0,90,0.7952693484046243,0.0,0.6002290721471661,0.0,9.240628242492676,nan,0.6002290721471661,0.0,6.4343148317497985,0.0,11226.639420246302,0.0,6.982616632069685,nan,135.3107119473544,0.0,8.181818181818182,0.0,135.3107119473544,0.0,6.4343148317497985,0.8003355088410876,0.7952693484046243,0.6002290721471661,7.442089157104492,617.4651681135466
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,146,7.8855601521267165,0.8828769761323929,0.4060011595487595,1.0,1.9512241862036965,nan,1000.0,1.0,1.0,50542,642,0,66,0.7319724072109569,0.0,0.6002290721471661,0.0,8.089341510425914,nan,0.6002290721471661,0.0,6.457446494407338,0.0,11136.647412341756,0.0,6.07203930252438,nan,135.18176130814985,0.0,6.0,0.0,135.18176130814985,0.0,6.457446494407338,0.7902698715482351,0.7319724072109569,0.6002290721471661,7.434996871948242,612.5156076787965
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,147,7.8855601521267165,0.8827069762349129,0.40673780873417853,1.0,2.0961455523967745,nan,1000.0,1.0,1.0,50690,790,0,152,0.7038641174634298,0.0,0.6002290721471663,0.0,8.674724960327149,nan,0.6002290721471663,0.0,6.48564137654381,0.0,11287.372115552329,0.0,6.468175884434155,nan,135.4768849690755,0.0,10.133333333333333,0.0,135.4768849690755,0.0,6.48564137654381,0.7911332998900626,0.7038641174634298,0.6002290721471663,10.160766372680664,846.5529086664246
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,148,7.8855601521267165,0.8825754779577255,0.40749568581581114,0.9962962962962962,2.511874735355377,nan,1000.0,0.9928571428571429,1.0,50634,735,0,49,0.7326603829860687,0.0,0.6002290721471661,0.0,10.151126623153687,nan,0.6002290721471661,0.0,6.5007865644594185,0.0,10971.540772147888,0.0,7.518739798332703,nan,135.24740447998047,0.0,4.9,0.0,135.24740447998047,0.0,6.5007865644594185,0.7891703086219835,0.7326603829860687,0.6002290721471661,6.7623702239990235,548.5770386073945
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,149,7.8855601521267165,0.8825259777903557,0.40802025198936465,1.0,2.9045606321758695,nan,1000.0,1.0,1.0,50299,399,0,58,0.7919476363393996,0.0,0.6002290721471661,0.0,9.69991159439087,nan,0.6002290721471661,0.0,6.516359695385192,0.0,10921.893701551804,0.0,7.136796113513815,nan,135.49541897243924,0.0,6.444444444444445,0.0,135.49541897243924,0.0,6.516359695385192,0.7901750116203103,0.7919476363393996,0.6002290721471661,6.097293853759766,491.48521656983115
