algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,balance_kept_honest,balance_kept_attacker,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,133,7.56820616020593,0.7971629810333252,0.5979457882046699,1.0,1.4013814275914973,nan,1000.0,1.0,1.0,50411,511,0,84,0.6002290721471661,0.0,0.40185097469524905,0.0,5224.124728796551,0.0,5.807265651634376,0.0,0.6002290721471661,0.0,7.636363636363637,0.0,135.33875066583806,0.0,135.33875066583806,0.0,6.785862011264104,nan,8.289813605221836,nan,5.807265651634376,0.9444760741440092,0.40185097469524905,0.6002290721471661,7.443631286621094,287.32686008381023
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,134,7.56820616020593,0.7974149784445763,0.5983469539880752,1.0,1.7452506985929277,nan,1000.0,1.0,1.0,50376,476,0,52,0.6002290721471661,0.0,0.5456624858909183,0.0,5670.329616744268,0.0,5.836863470181441,0.0,0.6002290721471661,0.0,5.777777777777778,0.0,135.25012037489148,0.0,135.25012037489148,0.0,6.425931908649448,nan,7.9026210572984485,nan,5.836863470181441,0.925164052664936,0.5456624858909183,0.6002290721471661,6.0862554168701175,255.16483275349205
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,135,7.56820616020593,0.7974164801836013,0.5987111702561378,1.0,1.1218868548219854,nan,1000.0,1.0,1.0,50298,398,0,94,0.6002290721471661,0.0,0.3622811287641525,0.0,5672.519133957286,0.0,5.859049557837086,0.0,0.6002290721471661,0.0,8.545454545454545,0.0,135.41211492365056,0.0,135.41211492365056,0.0,6.452451332260252,nan,7.9883129813454365,nan,5.859049557837086,0.9392554384923731,0.3622811287641525,0.6002290721471661,7.447666320800781,311.9885523676507
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,136,7.56820616020593,0.7973589798808098,0.5990110817551613,1.0,1.5076197783152263,nan,1000.0,1.0,1.0,50250,350,0,16,0.6002290721471661,0.0,0.662987619638443,0.0,5998.530422399211,0.0,5.871640333466708,0.0,0.6002290721471661,0.0,2.6666666666666665,0.0,135.54791768391928,0.0,135.54791768391928,0.0,5.589681799764276,nan,6.966469128926595,nan,5.871640333466708,0.9428948386029188,0.662987619638443,0.6002290721471661,4.066437530517578,179.95591267197634
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,137,7.56820616020593,0.7973299810290336,0.5997641399502754,1.0,1.1668168246746062,nan,1000.0,1.0,1.0,50490,590,0,62,0.6002290721471661,0.0,0.27580814324319364,0.0,5524.139276492197,0.0,5.892413636440053,0.0,0.6002290721471661,0.0,6.2,0.0,135.4071273803711,0.0,135.4071273803711,0.0,7.449697392470459,nan,9.34672703742981,nan,5.892413636440053,0.9481587083430248,0.27580814324319364,0.6002290721471661,6.770356369018555,276.2069638246098
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,138,7.56820616020593,0.7972484788298607,0.6005709260702133,1.0,1.5481509864330292,nan,1000.0,1.0,1.0,50462,562,0,42,0.6002290721471661,0.0,0.41160615616374546,0.0,5677.400829655228,0.0,5.911299799884486,0.0,0.6002290721471661,0.0,4.666666666666667,0.0,135.5929209391276,0.0,135.5929209391276,0.0,6.375107927951639,nan,8.05199999279446,nan,5.911299799884486,0.9535298165775683,0.41160615616374546,0.6002290721471661,6.101681442260742,255.48303733448526
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,139,7.56820616020593,0.7972124788165093,0.601368091404438,1.0,1.3204479391376178,nan,1000.0,1.0,1.0,50499,599,0,94,0.6002290721471661,0.0,0.32366657940049964,0.0,5915.0371485459755,0.0,5.935789097877685,0.0,0.6002290721471661,0.0,7.833333333333333,0.0,135.31957499186197,0.0,135.31957499186197,0.0,6.942627725846477,nan,8.827452699343363,nan,5.935789097877685,0.9568373821901514,0.32366657940049964,0.6002290721471661,8.119174499511718,354.9022289127586
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,140,7.56820616020593,0.7971774789690972,0.6021383392810822,1.0,0.7578263254836202,nan,1000.0,1.0,1.0,50498,598,0,32,0.6002290721471661,0.0,0.3276358684524894,0.0,5438.494713439797,0.0,5.952576798717182,0.0,0.6002290721471661,0.0,4.0,0.0,135.33406257629395,0.0,135.33406257629395,0.0,5.638730336606306,nan,7.217522442340851,nan,5.952576798717182,0.961957945035607,0.3276358684524894,0.6002290721471661,5.413362503051758,217.53978853759187
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,141,7.56820616020593,0.7972594800591469,0.6024446535110474,1.0,1.2859996457894642,nan,1000.0,1.0,1.0,50196,296,0,128,0.6002290721471661,0.0,0.40680153016000986,0.0,5433.433334403277,0.0,5.977758349976426,0.0,0.6002290721471661,0.0,10.666666666666666,0.0,135.28627395629883,0.0,135.28627395629883,0.0,6.186404717853773,nan,7.97150719165802,nan,5.977758349976426,0.970850455976979,0.40680153016000986,0.6002290721471661,8.11717643737793,326.00600006419654
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,142,7.56820616020593,0.7973399785161018,0.6030370002985,1.0,1.042910362992968,nan,1000.0,1.0,1.0,50157,257,0,38,0.6002290721471661,0.0,0.5035065178360257,0.0,5427.877978724422,0.0,6.016457204558995,0.0,0.6002290721471661,0.0,5.428571428571429,0.0,135.49696568080358,0.0,135.49696568080358,0.0,5.874293010952871,nan,7.619965689522879,nan,6.016457204558995,0.8797675001168483,0.5035065178360257,0.6002290721471661,4.742393798828125,189.9757292553548
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,143,7.56820616020593,0.7973119786381722,0.6035482928156852,1.0,1.3123983561992645,nan,1000.0,1.0,1.0,50399,499,0,70,0.6002290721471661,0.0,0.3991927491500974,0.0,6201.4557846206035,0.0,6.0374418306083655,0.0,0.6002290721471661,0.0,7.0,0.0,135.3244857788086,0.0,135.3244857788086,0.0,5.913726062408877,nan,7.7224287509918215,nan,6.0374418306083655,0.8825453241902642,0.3991927491500974,0.6002290721471661,6.76622428894043,310.0727892310302
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,144,7.56820616020593,0.7974524778127671,0.604205821454525,1.0,0.7882968017033168,nan,1000.0,1.0,1.0,50287,387,0,38,0.6002290721471661,0.0,0.28438836775187937,0.0,6221.043304733429,0.0,6.063764304170764,0.0,0.6002290721471661,0.0,5.428571428571429,0.0,135.618168422154,0.0,135.618168422154,0.0,5.78064500659383,nan,7.599137510572161,nan,6.063764304170764,0.8511687225795436,0.28438836775187937,0.6002290721471661,4.746635894775391,217.73651566567005
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,145,7.56820616020593,0.7971244791150093,0.6050407400727272,1.0,1.1528224511580034,nan,1000.0,1.0,1.0,50424,524,0,90,0.6002290721471661,0.0,0.28637468560852786,0.0,5803.222353582533,0.0,6.097516061894551,0.0,0.6002290721471661,0.0,8.181818181818182,0.0,135.3107119473544,0.0,135.3107119473544,0.0,6.235584497591259,nan,8.252023740248246,nan,6.097516061894551,0.8284473376038113,0.28637468560852786,0.6002290721471661,7.442089157104492,319.17722944703934
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,146,7.56820616020593,0.797307978272438,0.6056264275312424,1.0,1.2001043625853278,nan,1000.0,1.0,1.0,50542,642,0,66,0.6002290721471661,0.0,0.47216894206675614,0.0,6079.518569507906,0.0,6.1333965921474976,0.0,0.6002290721471661,0.0,6.0,0.0,135.18176130814985,0.0,135.18176130814985,0.0,5.399171984516197,nan,7.19292874769731,nan,6.1333965921474976,0.7931923958042056,0.47216894206675614,0.6002290721471661,7.434996871948242,334.37352132293483
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,147,7.56820616020593,0.797159478366375,0.6059491068124772,1.0,1.5977516839901607,nan,1000.0,1.0,1.0,50690,790,0,152,0.6002290721471663,0.0,0.5037325402100881,0.0,6067.191243999075,0.0,6.165009185616192,0.0,0.6002290721471663,0.0,10.133333333333333,0.0,135.4768849690755,0.0,135.4768849690755,0.0,5.70933885534667,nan,7.657018788655599,nan,6.165009185616192,0.79846113149766,0.5037325402100881,0.6002290721471663,10.160766372680664,455.03934329993064
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,148,7.56820616020593,0.7970169806480407,0.6071655651926995,1.0,1.1497024953365327,nan,1000.0,1.0,1.0,50634,734,0,50,0.6002290721471661,0.0,0.3496392250061035,0.0,5827.662740479361,0.0,6.182418174862497,0.0,0.6002290721471661,0.0,5.0,0.0,135.24740447998047,0.0,135.24740447998047,0.0,6.486846239190996,nan,8.75795669555664,nan,6.182418174862497,0.8014236252484733,0.3496392250061035,0.6002290721471661,6.7623702239990235,291.383137023968
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,149,7.56820616020593,0.7972359776496887,0.6073002865910531,1.0,1.242042836215761,nan,1000.0,1.0,1.0,50299,399,0,58,0.6002290721471661,0.0,0.3335130289196968,0.0,5975.567272275032,0.0,6.20130433830693,0.0,0.6002290721471661,0.0,6.444444444444445,0.0,135.49541897243924,0.0,135.49541897243924,0.0,6.141923044459523,nan,8.347738901774088,nan,6.20130433830693,0.8071109564247688,0.3335130289196968,0.6002290721471661,6.097293853759766,268.9005272523765
